county_id,station_id,rainfall_24h_in,rainfall_72h_accum_in,temperature_f,humidity_percent,mean_water_level_ft,max_water_level_ft,mean_elevation_meters,population_density_per_sqmi,mean_slope_degrees,inundated_area_sqkm,inundation_percentage,soil_saturation_index,label,record_id,date
Grand Forks ND,USGS_05054000,10.014733117642892,30.51285005511579,37.3,74.2,24.781175681490538,25.790183302130547,290,35,1.6460331157181272,5.409795124914492,42.885615447370725,35.97257151758116,no_flood,HIST_006124,1998-06-04
Grand Forks ND,USGS_05079000,26.349406745722312,69.51835014455685,48.2,72.8,25.458367505404137,26.80924674781223,280,95,2.8988696626632007,6.730148266794659,17.147769504173564,52.35811063189202,flood,HIST_006125,1991-01-20
Traill ND,USGS_05053000,4.553247356717902,13.815362599506914,61.4,49.1,15.87282390748819,20.80697215125172,290,60,3.7705518429835987,13.917390385985353,44.72034336871515,85.93339362864869,no_flood,HIST_006126,1997-11-21
Cass ND,USGS_05085000,7.430449619001382,21.862946913271713,92.0,37.1,23.36053708125374,24.220855252711143,290,55,2.5273728121684194,5.572402691924498,35.224506610571034,55.91862432914744,no_flood,HIST_006127,2004-09-09
Clay MN,USGS_05092000,1.1996576778139336,9.243730711423424,40.1,71.7,23.79599500981513,24.39740724587533,275,55,2.9421759263309277,4.383408941893369,47.144446205356736,27.637688584010725,no_flood,HIST_006128,2017-04-16
Traill ND,USGS_05087500,14.546876307921043,35.81267874521252,67.7,43.6,32.654395193415354,33.688202175683955,270,25,2.621172241418967,25.0,39.06644046353133,57.08286450822159,flood,HIST_006129,2016-08-04
Traill ND,USGS_05054000,27.522980683031392,66.15379353498162,81.6,36.8,25.10220057937626,25.41287271152051,275,30,3.407795870075411,2.115032519120914,52.05797622051336,19.49426153422695,flood,HIST_006130,2003-03-19
Polk MN,USGS_05092000,7.51217565441738,25.718722308692534,41.9,50.9,21.50189780396677,24.867469717729307,260,95,1.9083090451070244,8.299037772141801,58.54979958174648,36.17030409804002,no_flood,HIST_006131,1999-02-20
Grand Forks ND,USGS_05085000,2.697896361126401,12.219964170095317,64.7,89.8,33.02971386086229,37.755647168455944,310,35,2.6073449165125293,4.641806066672446,27.27172895181504,68.02006650770764,flood,HIST_006132,1983-03-11
Polk MN,USGS_05092000,10.935954379549932,20.167071974512126,47.2,45.9,21.735330398970042,23.66999272021164,300,30,3.885805470585951,3.4941872011660258,26.266409549224818,46.13599932162976,no_flood,HIST_006133,2018-12-20
Polk MN,USGS_05054000,6.312156427113511,16.49424965549465,64.4,87.6,19.387533732742728,23.651660093648804,290,60,1.8775335350591993,10.465917971683064,21.512870603773035,40.362170867394866,no_flood,HIST_006134,2013-10-13
Grand Forks ND,USGS_05092000,11.65617687143504,40.41803130512568,92.3,27.4,28.682689332251122,31.0363133611027,275,30,2.832143499582739,5.413067483324879,29.403171829900487,36.52610067998286,flood,HIST_006135,2015-11-22
Walsh ND,USGS_05054000,35.85154901101193,99.67044821996441,84.7,73.6,37.530006503466204,41.409279159380695,280,45,3.1525128367986097,8.401794430739418,17.01248336691563,66.08143854343277,flood,HIST_006136,1992-11-27
Polk MN,USGS_05082500,6.002835356771876,12.274503019812737,78.3,53.3,7.4992390001405544,11.231138778442363,260,25,2.0808099239922275,8.062939845530524,47.1900652660334,43.832673962374976,no_flood,HIST_006137,2007-06-01
Polk MN,USGS_05079000,5.553701946105723,20.80567550440116,53.1,79.8,42.03943890018,43.4197942669689,275,95,1.7806148431376565,6.283917409741201,22.161104663019895,70.02800235484168,flood,HIST_006138,2001-07-23
Norman MN,USGS_05087500,1.4331301301253894,12.015656591840015,73.8,33.0,31.15420426040574,35.3577247844133,270,60,1.7071883812704072,6.676049467355473,9.063085024441808,76.66589928835144,flood,HIST_006139,1999-11-23
Clay MN,USGS_05082500,30.722933286823718,90.44028095797633,45.9,53.6,26.404278556148554,27.250732790232483,280,30,1.5260875777026583,2.8680438725750275,29.477285655201957,82.37290692687522,flood,HIST_006140,1994-11-21
Walsh ND,USGS_05085000,21.231048729704284,60.67367334976087,45.2,90.9,20.893689704693948,24.505196070541892,280,45,3.413176139004191,12.42835261367415,45.18222251488583,64.53575617098771,flood,HIST_006141,1989-02-07
Polk MN,USGS_05082500,20.83513083183459,46.79063181711449,37.8,75.1,8.83672012618068,11.883932211842158,310,25,1.5891177274331798,7.952373569255446,18.481847914087872,11.336847778348872,flood,HIST_006142,2010-11-11
Polk MN,USGS_05087500,2.3467555197948577,7.003274648171814,44.1,49.8,45.728005325646606,47.3872376321987,270,25,2.360732653710614,6.390285070414095,30.868752593449077,51.78076878576525,flood,HIST_006143,2020-01-23
Cass ND,USGS_05092000,12.809943107745125,44.17752953604724,46.1,86.2,28.34496545592485,31.84926860891293,260,95,2.3181665293179385,2.993008003018156,56.65695908888306,96.14834210898525,flood,HIST_006144,2019-02-24
Clay MN,USGS_05054000,8.488112950040296,23.910222784585745,79.8,82.0,22.833314585010957,26.386702445088304,310,95,2.008189783494042,8.063290068144104,22.556226085635267,34.22989112321457,no_flood,HIST_006145,2003-11-10
Polk MN,USGS_05059000,0.0,5.146856184898732,91.4,83.8,17.95399715424337,20.509149274924447,300,60,3.1465637426532678,7.530381906494623,9.436151331186796,80.23597829988357,no_flood,HIST_006146,2018-02-13
Traill ND,USGS_05079000,4.28610916608824,3.178454467296504,90.6,27.0,15.020434410147686,19.572197586735363,270,45,3.18565390284768,13.443191148655227,59.52336176001048,16.99907270918521,no_flood,HIST_006147,1980-09-08
Grand Forks ND,USGS_05082500,2.310415835751682,7.669119366332804,53.7,60.9,12.608811450985973,14.05262071195373,280,55,2.6006931803977458,6.033370986748847,16.9665662716592,29.192101785907873,no_flood,HIST_006148,2004-09-04
Traill ND,USGS_05087500,0.7664962964324622,0.866632074673773,60.1,72.2,31.407446846540346,33.10765300674538,275,60,2.877730562475302,13.88842376869789,13.486584043364997,25.652943383254776,flood,HIST_006149,2014-06-13
Norman MN,USGS_05053000,13.60160942456087,34.859625152991036,77.2,35.2,24.946791245065697,27.995427628112548,300,25,2.8965666683860674,11.2802135374168,13.530298493146162,12.677709793311008,no_flood,HIST_006150,2015-02-12
Cass ND,USGS_05059000,4.43354334514466,10.847165433663495,74.2,67.2,5.0,9.438915054824598,270,25,2.696079959991011,3.7645671830524363,20.357092283724633,93.21711492500609,no_flood,HIST_006151,2021-03-28
Walsh ND,USGS_05085000,16.544209602228655,43.43754918855413,47.7,76.5,27.53705897803832,28.375119638043635,290,35,3.929548219376577,15.971431008407906,26.305811245219502,41.39343580149144,no_flood,HIST_006152,1979-08-09
Cass ND,USGS_05059000,21.424650156611754,49.469101228461284,45.9,52.0,36.20997675941893,40.22493475600767,270,95,2.668430283508225,3.3843574935237375,1.0184185758158493,59.32363868458934,flood,HIST_006153,1976-06-27
Norman MN,USGS_05054000,6.77974290034955,24.333958498011043,91.4,44.1,20.253219263664477,22.127514204763408,280,25,1.6717592188628552,1.758965199398511,58.62741993368557,13.472154184596155,no_flood,HIST_006154,2013-03-23
Cass ND,USGS_05085000,16.546413172983392,53.181240931936394,87.4,65.6,28.53449338948999,30.584797467850088,275,30,2.2938487491006434,5.595189690038632,55.09061384923577,88.031168953932,flood,HIST_006155,2016-07-15
Clay MN,USGS_05054000,3.6958993544923877,13.885617983515262,53.6,46.5,24.94123324292461,26.16110952978934,275,60,2.7630902048463124,8.009707926761605,31.885009304869154,13.446412621233414,no_flood,HIST_006156,1996-05-27
Traill ND,USGS_05092000,8.788757025058706,34.66217623663319,76.5,47.8,20.444879387168893,21.92918133842501,290,35,2.605463839722832,1.8753012697437066,56.51042273360652,23.384175379671497,no_flood,HIST_006157,1981-10-11
Polk MN,USGS_05053000,7.613298097384828,33.45426748950432,48.7,83.6,26.627201514258388,29.842837657998864,280,30,3.7960088508142396,7.9435642568750975,21.588556771816727,14.388452367192436,no_flood,HIST_006158,1981-06-22
Norman MN,USGS_05059000,8.25850890145084,0.6702395049121904,88.0,27.1,17.46342763327472,21.409650094483155,280,45,2.4397212826394234,2.9306159140873653,35.41372262989849,63.42174267598889,no_flood,HIST_006159,1998-02-05
Cass ND,USGS_05087500,0.24812023939321914,23.750827465233698,92.7,92.6,28.63564014611453,29.592425282239272,280,25,3.290256434292621,5.961104359540603,45.49792579159517,46.186159303668866,flood,HIST_006160,1983-07-16
Norman MN,USGS_05085000,30.4414104410649,85.63776688029107,88.5,76.6,28.179497075739064,28.268573701832352,300,35,2.097757788847103,1.4081803971293692,37.30984944995591,69.82691134945848,flood,HIST_006161,1992-02-23
Polk MN,USGS_05092000,2.3616220058923334,17.068052024686914,72.7,44.3,29.642772962967538,30.26415634099678,270,30,2.7813207356471934,0.257374035718065,29.996071760935042,62.62039254949065,flood,HIST_006162,2003-04-09
Polk MN,USGS_05053000,14.985704213284972,24.645038262136914,77.4,71.1,24.741515200934998,28.97987358465341,290,25,3.9549677568324277,11.580385328329571,24.794435757239384,46.81600336234656,no_flood,HIST_006163,1975-06-01
Walsh ND,USGS_05054000,8.122321898698603,15.834252610669704,81.5,27.6,17.866799855400952,19.52020145253216,280,60,3.8027169182484415,4.803323922567108,33.65328675546489,69.39604061388007,no_flood,HIST_006164,2000-06-09
Grand Forks ND,USGS_05053000,5.0820009704488065,33.18854418136713,79.2,70.3,22.102265344574484,25.621632014843847,310,35,3.5756297511250854,10.48981299996452,3.6738726698352697,51.649521866819086,no_flood,HIST_006165,2007-04-21
Walsh ND,USGS_05085000,6.905559355474805,16.03159313628033,90.6,82.0,9.588319027568412,10.416282957810724,260,35,2.274711502357305,8.422115458145939,44.73715640274736,21.855653033873853,no_flood,HIST_006166,1998-04-07
Polk MN,USGS_05085000,12.341679331899847,26.170520571021694,93.0,74.2,13.330499827501672,15.861341245928276,300,35,2.827838627227938,11.429390452405285,4.96961812160446,60.42075264688451,no_flood,HIST_006167,1973-01-06
Clay MN,USGS_05087500,11.442342045210172,40.18277069043756,84.0,96.1,37.56152891412627,41.561604722733726,280,25,2.8869619521764935,3.957734575558962,17.76789748285137,58.97874258319177,flood,HIST_006168,2015-02-27
Grand Forks ND,USGS_05053000,21.160098535801822,57.07713846117239,61.7,62.1,16.72454820548853,16.92546183121299,275,60,3.880851054365201,7.697430917548961,29.28630445752672,89.39747047520875,flood,HIST_006169,1985-06-20
Clay MN,USGS_05054000,13.07831111658167,50.44955907091828,45.4,79.6,34.89532464473385,37.44697049280231,280,95,1.7604507773889988,3.986429709371868,24.938930209893737,27.28257866989673,flood,HIST_006170,2017-01-25
Norman MN,USGS_05079000,7.22847509565665,27.881738361063604,68.5,77.5,24.836528616778303,27.80200944518897,275,60,2.5524950052001314,9.96183665743311,54.61247668980504,86.28647037790871,no_flood,HIST_006171,2005-05-17
Cass ND,USGS_05092000,0.0,9.776027638811536,93.8,77.0,33.748281840470334,38.66151221192578,260,60,2.250536499222503,7.333201844711756,31.228116454906523,86.68920268809258,flood,HIST_006172,2012-07-15
Grand Forks ND,USGS_05054000,2.7596698727945115,8.98598956432322,88.7,38.7,21.1615030204222,21.199247388360043,310,45,2.5472114424825194,1.931720306990199,44.83238868165827,15.04071152916601,no_flood,HIST_006173,1981-11-20
Polk MN,USGS_05092000,16.991464011761092,52.814473910800075,38.1,59.6,38.89553516764139,40.96413846160207,310,55,2.7194168652218056,2.1608789736439356,32.32765829931693,14.63091431092195,flood,HIST_006174,2016-02-11
Traill ND,USGS_05079000,15.671517034200509,46.823797786113836,70.0,49.1,19.864605372950127,24.790834442316097,280,30,3.9368943948661266,12.698258083145511,42.48839283734088,48.521392409235055,flood,HIST_006175,1992-09-05
Norman MN,USGS_05054000,11.869653638682136,30.475895669506357,71.8,88.1,22.40755753479821,25.033282164357466,280,55,3.651740142233211,7.909272841810776,19.3792391553454,19.01303502325389,no_flood,HIST_006176,2010-04-09
Norman MN,USGS_05087500,3.522932234323207,8.194825151297273,76.7,69.7,29.876238522484464,31.15574008043221,270,30,2.8438771130610183,25.0,0.9716525538893772,97.12900594608033,flood,HIST_006177,2005-12-09
Walsh ND,USGS_05053000,16.436479407194575,53.656979788452105,43.4,85.0,32.56404589523097,37.063489169301874,290,30,2.3627523309091942,15.775106522867146,31.492443505192142,87.83608955540414,flood,HIST_006178,2000-05-06
Norman MN,USGS_05085000,2.129487564855635,16.077910640883953,94.0,31.8,14.173735510675542,15.737825063707866,260,25,3.6017552503193433,3.5140141654142782,15.431187782705111,24.60188782272529,no_flood,HIST_006179,1974-04-06
Norman MN,USGS_05053000,9.805767201044436,23.422485904432786,51.6,32.3,18.065465451561835,20.316280167900906,280,30,2.876593791072466,11.775268434462383,36.97172872002273,17.692564893306823,no_flood,HIST_006180,1976-09-21
Cass ND,USGS_05059000,11.69532250872079,36.022207415896396,35.5,26.2,27.966115169379773,31.06532131324594,260,55,3.244139597388023,3.582573150279735,29.02575978214368,61.129961053016714,no_flood,HIST_006181,1998-08-23
Norman MN,USGS_05092000,11.68565934932823,22.919896349354016,42.7,88.8,24.29707033945016,26.24875093404205,290,55,1.630539992748611,12.303400635110165,38.48642523250649,32.808916390003475,no_flood,HIST_006182,2008-12-21
Traill ND,USGS_05079000,9.460063513677069,26.884533135333896,35.0,45.4,26.517575996367984,29.518792513993525,290,55,2.280420702601388,19.00125204477929,6.474452925951684,98.19784690820097,no_flood,HIST_006183,2000-12-15
Cass ND,USGS_05087500,1.060339381379669,18.979051689859656,45.0,73.0,9.165993526090752,14.105973404512138,260,35,3.820040106755849,5.362346569017195,28.542102907869598,17.705503975994464,no_flood,HIST_006184,2014-12-04
Clay MN,USGS_05079000,2.69744344810974,7.433224823814156,61.2,59.7,21.82208504836701,23.55619883416862,275,95,2.5923436732451726,10.347502475041232,57.74268577076414,46.02913595652071,no_flood,HIST_006185,1979-02-10
Walsh ND,USGS_05053000,17.878020483366257,35.50929310774517,52.1,33.1,25.61476827379166,28.37502007484672,300,35,2.7063352225197534,1.9496358141922125,59.11476569317705,93.43291724190313,no_flood,HIST_006186,1984-01-04
Grand Forks ND,USGS_05092000,4.900167847318143,17.1289692712352,70.4,82.6,11.970899410961849,15.482361969794622,270,95,2.9728808114703775,5.1034666876199,47.177691831122935,22.654187632133308,no_flood,HIST_006187,1983-06-12
Polk MN,USGS_05054000,14.994204963192008,33.79331274635399,78.8,48.0,34.854470481328605,39.18144199591719,300,45,2.1491297404879615,8.44484563384594,25.991484842512214,55.71382979609709,flood,HIST_006188,2018-05-22
Cass ND,USGS_05087500,15.310970121632973,41.72032759434002,78.6,52.6,26.726719400191165,31.103095888061247,310,60,2.880680693562168,9.928000517439463,41.53376402716021,32.82785631965173,no_flood,HIST_006189,1999-08-19
Cass ND,USGS_05079000,13.13078415331313,16.27985536000231,43.0,31.3,14.802932893358374,16.900270239813512,310,35,3.4379660819205844,7.06898180393878,7.725543972344131,85.57429913702448,no_flood,HIST_006190,2004-07-28
Polk MN,USGS_05085000,1.558381356799316,2.3445700197117905,71.4,59.0,26.27235746460659,31.267546679828,310,30,2.7131007566356296,2.7157996275726375,5.934864241003222,61.51425316610763,no_flood,HIST_006191,1984-12-16
Norman MN,USGS_05092000,12.823147230820261,46.018582883004825,84.5,69.0,23.39633290427693,27.920149246699722,260,95,3.797640389689068,8.570058540957831,25.863531106169805,40.09208176229508,flood,HIST_006192,2012-09-22
Polk MN,USGS_05082500,4.2659166630774905,9.88255406404018,81.1,36.8,19.050094208404662,24.009086832873997,280,55,3.011727332644016,7.429815795102317,50.1296703642251,50.26558407593075,no_flood,HIST_006193,1975-07-25
Traill ND,USGS_05087500,21.04561512818553,60.44077504471134,54.2,39.0,28.308160337482008,31.437350217186196,270,30,2.6890425414141266,6.905201279782993,43.91888547308086,79.90876208625171,flood,HIST_006194,2000-02-14
Traill ND,USGS_05085000,16.24440434930321,30.802711107936467,88.0,56.2,25.307252933999933,27.513523694371774,300,60,3.442506599763996,4.322754658998702,30.830663901779126,35.10124095225571,no_flood,HIST_006195,2006-08-06
Polk MN,USGS_05085000,5.85948984133792,24.244549330625432,40.2,67.4,16.2104214934302,17.175187822184025,290,25,1.7034807499944171,4.562583156312977,52.0724314516666,57.64906671497684,no_flood,HIST_006196,1986-08-12
Cass ND,USGS_05054000,12.174680743231429,47.39627806216409,67.3,28.0,37.74821279936754,41.750670815269615,270,35,3.077326061160118,13.60770978911323,41.525036914392864,35.7854483907755,flood,HIST_006197,2022-03-12
Polk MN,USGS_05053000,6.9327222808893,38.61511981541213,73.5,52.5,28.127264680956664,32.225948754625435,275,95,3.37100370030582,8.709219844881517,0.6633903558913179,56.749896037846405,flood,HIST_006198,2004-06-26
Norman MN,USGS_05092000,6.991421257332095,16.884519399625248,62.3,84.2,19.20975541096318,22.9084201423035,270,35,2.2399377678126724,4.210707019169361,45.537174558468486,47.70653458394838,no_flood,HIST_006199,2019-08-08
Cass ND,USGS_05082500,8.608639475892886,17.339372548488516,69.6,65.7,24.648515736331632,26.805972769693554,280,25,2.5983823351095694,14.039860808499366,35.278139191778976,47.339807164450306,no_flood,HIST_006200,1984-10-27
Norman MN,USGS_05059000,5.330770755540995,12.148170401023975,86.9,79.5,22.980546632781344,24.174599196518987,300,25,3.074784832659503,4.838713237789992,35.80646029180171,37.285387646486804,no_flood,HIST_006201,1984-01-27
Polk MN,USGS_05092000,8.27631225961552,18.80358097941262,47.8,45.1,30.92794301652809,33.923568024732454,280,95,2.0254990177490413,10.385293727128355,10.867143648363006,59.9268072134262,flood,HIST_006202,1983-04-25
Norman MN,USGS_05079000,20.32010151392072,62.8601519241107,60.1,69.1,14.4553087222492,15.261302831049674,260,35,3.8431737414457974,5.8222999689761314,49.099118131644346,59.40077328346807,flood,HIST_006203,2015-02-03
Cass ND,USGS_05082500,12.059604316548008,32.865519962588316,50.3,49.9,21.72876002818371,23.768135357599494,260,95,1.5766224655288168,7.118904439276052,7.576964399190624,89.05733428770932,no_flood,HIST_006204,1972-10-25
Norman MN,USGS_05059000,24.06110578898368,70.30755040067979,81.2,76.2,22.973374606696037,24.058420263847808,270,25,1.8537026243536077,4.738226672114338,39.60858300494481,97.1206711739498,flood,HIST_006205,2007-11-13
Cass ND,USGS_05059000,9.288587955410703,23.772499998744347,90.7,81.1,17.412219790153685,21.842121593270065,275,60,3.213688818788318,6.34706234227409,14.896719593639368,50.93033905669557,no_flood,HIST_006206,1984-07-08
Polk MN,USGS_05054000,14.943016707596298,49.44492617701974,73.3,92.0,35.59646752517786,37.7604985105523,275,55,1.8602640595234785,17.838489457384508,11.138739154303776,34.66960590202979,flood,HIST_006207,1994-09-15
Polk MN,USGS_05082500,9.302450024846,25.57814099803525,66.9,80.7,24.622907141416782,29.53439498791272,300,45,2.6811726181658067,7.4577411679867485,26.79795180336062,74.41058197723959,no_flood,HIST_006208,2006-12-17
Cass ND,USGS_05082500,19.04544310986018,40.775215139324544,86.3,53.4,18.152731002614534,19.294058617646737,275,35,1.8777665975164601,7.149114504064508,4.535219249954192,50.63730402167361,no_flood,HIST_006209,2022-06-18
Polk MN,USGS_05082500,0.0,16.43223394525468,48.8,39.3,18.964563112989676,21.43959257638325,275,30,2.637157502019935,1.5970236951707786,28.430024025095772,39.83959176401121,no_flood,HIST_006210,1988-06-25
Cass ND,USGS_05059000,20.095182833779216,48.033798353172436,74.4,34.0,16.79619671983525,21.215644203682647,270,35,2.382278448264234,8.121064030592436,21.316798673020863,17.674939255052838,flood,HIST_006211,2019-02-02
Polk MN,USGS_05054000,25.634000571851185,74.62118870112812,47.8,28.0,5.0,9.345211889238183,270,30,1.5763078435385367,25.0,33.5999028999811,57.63604556510896,flood,HIST_006212,2000-06-09
Grand Forks ND,USGS_05092000,31.310375454225266,68.78061096005658,68.2,39.8,30.23571930558699,32.21433021050503,310,55,2.8774533444483468,12.112377800668327,20.998286689165905,63.09222473688632,flood,HIST_006213,1981-07-11
Cass ND,USGS_05054000,22.653030054836094,53.073652076680546,74.9,85.0,22.16790460534235,24.948201467916203,280,30,2.341423428376996,6.139855587035739,8.362172136903096,35.82708440830956,flood,HIST_006214,2011-05-13
Clay MN,USGS_05053000,21.945241602182783,65.96201373517837,46.1,61.5,12.082706084265386,12.615736909492478,310,35,2.79911788775166,12.112602720359032,38.980357363314305,82.61824335184254,flood,HIST_006215,1982-11-06
Walsh ND,USGS_05082500,15.148307281113352,41.44496038090358,78.8,97.6,22.429303693695815,26.132728720975294,275,35,3.1332264590149457,8.485033025904578,14.81601650175956,35.11657316673666,no_flood,HIST_006216,1972-12-02
Walsh ND,USGS_05053000,0.0,11.02957167892916,65.4,90.2,22.838055634614047,26.15687930277105,300,45,3.040985749170978,3.423337415879068,50.42107559240158,91.0110820161308,no_flood,HIST_006217,2018-12-14
Polk MN,USGS_05085000,20.191266285525863,50.646017363419126,63.4,69.7,34.33257704392695,38.74643385025514,275,95,3.7022236551176055,4.832533245441762,18.75079507501633,17.78987040200285,flood,HIST_006218,1989-07-25
Traill ND,USGS_05082500,9.871445534278259,24.757065057707784,62.2,87.5,5.3097189757592025,5.35438122196682,310,45,3.521199524865289,7.371432733567981,7.2303500212208105,20.08090954526963,no_flood,HIST_006219,2012-11-23
Cass ND,USGS_05085000,21.4384417761288,60.584553860209226,38.1,81.8,23.36740396058939,28.040021756397223,260,60,2.0778346828142333,3.961973607043997,55.0939757708634,39.10247380439536,flood,HIST_006220,2004-11-04
Walsh ND,USGS_05092000,8.694449285965934,27.62536248185973,35.2,53.6,24.622431014666176,29.263212843241682,275,30,2.8038117719098365,16.823800836980936,8.367910552157538,52.469459063979066,no_flood,HIST_006221,1989-06-19
Cass ND,USGS_05059000,6.043749287810325,19.35102040518074,51.4,39.4,24.134870278951837,26.918153302323304,270,60,3.920361206576623,10.791734248481776,14.355833536739768,54.599330637541925,no_flood,HIST_006222,1974-04-14
Clay MN,USGS_05059000,12.598945834199274,37.974674119594745,60.4,76.4,25.081818865860132,28.430085906977318,310,25,1.6085034653872223,9.259815050010072,10.916426155281213,69.5393700975104,no_flood,HIST_006223,1998-09-25
Norman MN,USGS_05082500,17.215395858578088,52.73349889298079,71.2,93.6,28.05418512434732,31.99739742739137,260,60,2.4083446892964764,5.323883853634598,30.95557990010463,76.48712011994283,flood,HIST_006224,2002-09-26
Walsh ND,USGS_05082500,13.385206684905992,55.33685552328033,36.1,92.4,33.692632470056864,37.53846578110962,260,35,3.744052706873188,22.38766488895324,19.942028603915873,49.56345649473415,flood,HIST_006225,2014-05-02
Norman MN,USGS_05087500,15.797987184252381,41.95345300234175,66.2,63.9,15.501801254933415,18.138429777936345,300,95,3.397066459431856,8.548221254204071,7.4721144834240905,72.74051084889594,no_flood,HIST_006226,1991-07-13
Polk MN,USGS_05054000,5.579056257888253,11.63291240697537,54.8,87.4,12.208596906573279,13.803758330496255,270,35,2.402852679889243,9.773299150254724,25.840681018944707,12.389726578704165,no_flood,HIST_006227,1999-01-23
Norman MN,USGS_05079000,7.907654553749559,31.448397846652483,54.3,29.8,29.589335893886222,34.45609006066652,290,30,1.577967241090017,12.382770270049004,12.992950567268986,14.865648292929656,flood,HIST_006228,1989-06-18
Grand Forks ND,USGS_05082500,4.827060092028431,8.34679005078079,38.6,34.6,20.12310427422552,21.55858791177992,270,55,1.7551028422444084,23.046992544561924,40.217648513209234,75.99417737596485,no_flood,HIST_006229,1994-01-03
Walsh ND,USGS_05082500,9.048346574804125,24.27558461885998,49.9,55.9,35.26014990248203,35.81853125060247,290,30,2.4317303587674726,6.988346335891648,17.569056867392597,10.192406812654761,flood,HIST_006230,1982-11-13
Polk MN,USGS_05085000,6.923720537070315,27.897283062075317,77.6,36.2,26.43386236928138,30.63255112257402,290,35,2.1801510454588366,0.40292130342979454,56.304149175448046,97.31601774128552,no_flood,HIST_006231,2022-05-09
Cass ND,USGS_05085000,7.04004215716365,27.20582884338623,63.6,52.3,13.066364755510483,17.702206632328135,270,55,1.5311610758715373,1.5654460604785838,50.05719558181975,51.774042877542854,no_flood,HIST_006232,1991-12-25
Clay MN,USGS_05085000,31.864279473246924,81.0157367601606,91.8,71.5,14.902527708925799,18.31473776389361,270,30,2.3489798303428113,4.725940859667483,42.999932524131786,33.475382740869804,flood,HIST_006233,2010-04-13
Norman MN,USGS_05079000,17.602259606107072,53.65490070545844,55.3,49.9,33.210030784999056,33.38884316681544,260,55,1.9682118287467256,5.310593766114838,36.91746781195656,28.978558579730958,flood,HIST_006234,2017-02-16
Walsh ND,USGS_05053000,29.3530012412595,81.26925635076968,67.9,65.4,26.268139485162216,31.14206950458808,290,45,1.7928138234291398,9.24081748419712,4.084320438673439,99.11847942640885,flood,HIST_006235,2017-05-13
Grand Forks ND,USGS_05092000,16.6419855336987,45.580386936136314,49.3,25.5,36.866412191681455,39.15755955718353,260,45,1.6094694713102657,8.950281139006563,35.25531947148155,84.32809970756136,flood,HIST_006236,2005-05-12
Clay MN,USGS_05092000,9.833163991947199,31.260633022753282,54.0,84.3,19.511142121347387,23.428512371829317,300,60,2.5860347079642807,7.806509473305812,14.316641053470649,93.68996748386243,no_flood,HIST_006237,1972-01-19
Grand Forks ND,USGS_05085000,13.153248558279328,33.741074395782135,54.9,31.9,36.73742428187047,41.132591959632165,275,95,1.604860759075326,6.3164940110861325,2.9357791693840496,81.23434052540874,flood,HIST_006238,1996-07-19
Walsh ND,USGS_05087500,6.075304765638669,28.84473707925641,54.3,73.3,25.147273495710337,25.583962324995188,275,60,2.3935142449996847,10.146396630064656,36.33155662133316,86.90267315686549,no_flood,HIST_006239,1993-07-01
Norman MN,USGS_05053000,6.2283054302765954,22.624961304225497,89.9,39.6,19.388077301562813,20.421778615287902,280,55,3.333503224696492,1.9552162363171433,7.302809841346331,79.76848959869851,no_flood,HIST_006240,2000-05-03
Walsh ND,USGS_05092000,21.052560127880756,63.96280989860634,90.1,54.2,31.801574500543573,35.69699707416464,275,55,3.2482801494228,9.114154555951027,28.081366275795112,20.947729667465694,flood,HIST_006241,2004-07-23
Polk MN,USGS_05085000,8.587658557206433,23.309048939380137,64.0,61.0,29.030665130308094,32.73691005787467,275,55,3.9248251492902693,6.217276742083197,33.7474105025957,86.47879226630062,flood,HIST_006242,1986-02-20
Cass ND,USGS_05054000,7.455792279582658,27.96122475944793,50.0,42.9,25.135583723884483,28.097331412859116,280,60,2.8953358730731678,8.990365355463464,26.336904540569023,12.225856870925572,no_flood,HIST_006243,1993-05-09
Norman MN,USGS_05059000,23.383373813375023,73.41548776956044,68.0,63.8,19.788773534317357,24.490728663411772,260,25,3.2360165708780992,21.086252650553313,47.95642060119928,89.37361956663673,flood,HIST_006244,2000-04-10
Cass ND,USGS_05054000,7.751875243229147,20.381550495533425,62.1,29.6,29.5477717911941,33.23448601855168,290,45,3.2774390536621247,13.857201929825179,43.7494071559305,30.80682218062996,flood,HIST_006245,2012-08-23
Walsh ND,USGS_05087500,13.938913418840567,37.74718624563665,47.3,64.2,37.34338121087951,42.133205800626634,280,30,3.4080037370741234,2.83653652126692,36.36430700410473,50.64970281504753,flood,HIST_006246,1996-12-01
Polk MN,USGS_05054000,13.483562370524865,45.61428657318934,54.0,66.6,21.45339014414068,25.91399941895029,300,60,3.1004091813826267,19.64670765609326,18.9971317520981,31.075025664037643,flood,HIST_006247,2022-03-10
Norman MN,USGS_05092000,11.016313763400573,33.48097863004382,87.5,33.2,21.95969098804471,26.799670675320698,270,30,2.034554880867284,4.055184966454662,53.756349348122995,77.19559048944863,no_flood,HIST_006248,1975-10-23
Polk MN,USGS_05087500,4.614406473487192,15.031502968349269,86.5,91.6,16.11563808575748,19.626187440949913,300,35,3.710223815513123,6.76699036753893,49.15585296871133,76.3272878804906,no_flood,HIST_006249,2009-09-03
Norman MN,USGS_05092000,26.393467128072984,85.00544795570246,47.3,77.7,41.678671830032194,43.243657305797214,275,35,1.733238985142212,3.334698139014742,37.45872156980262,91.9175325860944,flood,HIST_006250,2016-08-18
