station_id,station_name,date,water_level_m,latitude,longitude,river_level_24h_ago,river_rise_rate
STN_GAN_02,Gandak Rewaghat Station,2019-07-21,58.57,25.98,85.22,58.69,-0.002045
STN_GAN_02,Gandak Rewaghat Station,2019-07-22,58.21,25.98,85.22,58.57,-0.006146
STN_GAN_02,Gandak Rewaghat Station,2019-07-23,57.6,25.98,85.22,58.21,-0.010479
STN_GAN_02,Gandak Rewaghat Station,2019-07-24,57.98,25.98,85.22,57.6,0.006597
STN_GAN_02,Gandak Rewaghat Station,2019-07-25,58.06,25.98,85.22,57.98,0.00138
STN_GAN_02,Gandak Rewaghat Station,2019-07-26,57.59,25.98,85.22,58.06,-0.008095
STN_GAN_02,Gandak Rewaghat Station,2019-07-27,57.12,25.98,85.22,57.59,-0.008161
STN_GAN_02,Gandak Rewaghat Station,2019-07-28,57.04,25.98,85.22,57.12,-0.001401
STN_GAN_02,Gandak Rewaghat Station,2019-07-29,57.76,25.98,85.22,57.04,0.012623
STN_GAN_02,Gandak Rewaghat Station,2019-07-30,57.7,25.98,85.22,57.76,-0.001039
STN_GAN_02,Gandak Rewaghat Station,2019-07-31,57.15,25.98,85.22,57.7,-0.009532
STN_GAN_02,Gandak Rewaghat Station,2019-08-01,57.1,25.98,85.22,57.15,-0.000875
STN_GAN_02,Gandak Rewaghat Station,2019-08-02,57.04,25.98,85.22,57.1,-0.001051
STN_GAN_02,Gandak Rewaghat Station,2019-08-03,56.02,25.98,85.22,57.04,-0.017882
STN_GAN_02,Gandak Rewaghat Station,2019-08-04,56.04,25.98,85.22,56.02,0.000357
STN_GAN_02,Gandak Rewaghat Station,2019-08-05,56.0,25.98,85.22,56.04,-0.000714
STN_GAN_02,Gandak Rewaghat Station,2019-08-06,56.33,25.98,85.22,56.0,0.005893
STN_GAN_02,Gandak Rewaghat Station,2019-08-07,57.12,25.98,85.22,56.33,0.014024
STN_GAN_02,Gandak Rewaghat Station,2019-08-08,57.62,25.98,85.22,57.12,0.008754
STN_GAN_02,Gandak Rewaghat Station,2019-08-09,57.56,25.98,85.22,57.62,-0.001041
STN_GAN_02,Gandak Rewaghat Station,2019-08-10,57.17,25.98,85.22,57.56,-0.006776
STN_GAN_02,Gandak Rewaghat Station,2019-08-11,58.25,25.98,85.22,57.17,0.018891
STN_GAN_02,Gandak Rewaghat Station,2019-08-12,58.32,25.98,85.22,58.25,0.001202
STN_GAN_02,Gandak Rewaghat Station,2019-08-13,58.38,25.98,85.22,58.32,0.001029
STN_GAN_02,Gandak Rewaghat Station,2019-08-14,58.42,25.98,85.22,58.38,0.000685
STN_GAN_02,Gandak Rewaghat Station,2019-08-15,58.55,25.98,85.22,58.42,0.002225
STN_GAN_02,Gandak Rewaghat Station,2019-08-16,58.54,25.98,85.22,58.55,-0.000171
STN_GAN_02,Gandak Rewaghat Station,2019-08-17,58.36,25.98,85.22,58.54,-0.003075
STN_GAN_02,Gandak Rewaghat Station,2019-08-18,58.19,25.98,85.22,58.36,-0.002913
STN_GAN_02,Gandak Rewaghat Station,2019-08-19,58.23,25.98,85.22,58.19,0.000687
STN_GAN_02,Gandak Rewaghat Station,2019-08-20,58.06,25.98,85.22,58.23,-0.002919
STN_GAN_02,Gandak Rewaghat Station,2019-08-21,57.83,25.98,85.22,58.06,-0.003961
STN_GAN_02,Gandak Rewaghat Station,2019-08-22,57.92,25.98,85.22,57.83,0.001556
STN_GAN_02,Gandak Rewaghat Station,2019-08-23,57.87,25.98,85.22,57.92,-0.000863
STN_GAN_02,Gandak Rewaghat Station,2019-08-24,58.52,25.98,85.22,57.87,0.011232
STN_GAN_02,Gandak Rewaghat Station,2019-08-25,57.51,25.98,85.22,58.52,-0.017259
STN_GAN_02,Gandak Rewaghat Station,2019-08-26,57.99,25.98,85.22,57.51,0.008346
STN_GAN_02,Gandak Rewaghat Station,2019-08-27,58.54,25.98,85.22,57.99,0.009484
STN_GAN_02,Gandak Rewaghat Station,2019-08-28,57.76,25.98,85.22,58.54,-0.013324
STN_GAN_02,Gandak Rewaghat Station,2019-08-29,57.68,25.98,85.22,57.76,-0.001385
STN_GAN_02,Gandak Rewaghat Station,2019-08-30,57.58,25.98,85.22,57.68,-0.001734
STN_GAN_02,Gandak Rewaghat Station,2019-08-31,57.07,25.98,85.22,57.58,-0.008857
STN_GAN_02,Gandak Rewaghat Station,2019-09-01,56.8,25.98,85.22,57.07,-0.004731
STN_GAN_02,Gandak Rewaghat Station,2019-09-02,56.41,25.98,85.22,56.8,-0.006866
STN_GAN_02,Gandak Rewaghat Station,2019-09-03,57.16,25.98,85.22,56.41,0.013296
STN_GAN_02,Gandak Rewaghat Station,2019-09-04,57.58,25.98,85.22,57.16,0.007348
STN_GAN_02,Gandak Rewaghat Station,2019-09-05,58.14,25.98,85.22,57.58,0.009726
STN_GAN_02,Gandak Rewaghat Station,2019-09-06,58.48,25.98,85.22,58.14,0.005848
STN_GAN_02,Gandak Rewaghat Station,2019-09-07,58.08,25.98,85.22,58.48,-0.00684
STN_GAN_02,Gandak Rewaghat Station,2019-09-08,57.92,25.98,85.22,58.08,-0.002755
STN_GAN_02,Gandak Rewaghat Station,2019-09-09,58.17,25.98,85.22,57.92,0.004316
STN_GAN_02,Gandak Rewaghat Station,2019-09-10,57.73,25.98,85.22,58.17,-0.007564
STN_GAN_02,Gandak Rewaghat Station,2019-09-11,58.06,25.98,85.22,57.73,0.005716
STN_GAN_02,Gandak Rewaghat Station,2019-09-12,58.02,25.98,85.22,58.06,-0.000689
STN_GAN_02,Gandak Rewaghat Station,2019-09-13,57.92,25.98,85.22,58.02,-0.001724
STN_GAN_02,Gandak Rewaghat Station,2019-09-14,58.25,25.98,85.22,57.92,0.005698
STN_GAN_02,Gandak Rewaghat Station,2019-09-15,58.48,25.98,85.22,58.25,0.003948
STN_GAN_02,Gandak Rewaghat Station,2019-09-16,58.38,25.98,85.22,58.48,-0.00171
STN_GAN_02,Gandak Rewaghat Station,2019-09-17,58.9,25.98,85.22,58.38,0.008907
STN_GAN_02,Gandak Rewaghat Station,2019-09-18,58.52,25.98,85.22,58.9,-0.006452
STN_GAN_02,Gandak Rewaghat Station,2019-09-19,58.81,25.98,85.22,58.52,0.004956
STN_GAN_02,Gandak Rewaghat Station,2019-09-20,59.1,25.98,85.22,58.81,0.004931
STN_GAN_02,Gandak Rewaghat Station,2019-09-21,59.03,25.98,85.22,59.1,-0.001184
STN_GAN_02,Gandak Rewaghat Station,2019-09-22,59.21,25.98,85.22,59.03,0.003049
STN_GAN_02,Gandak Rewaghat Station,2019-09-23,58.76,25.98,85.22,59.21,-0.0076
STN_GAN_02,Gandak Rewaghat Station,2019-09-24,59.18,25.98,85.22,58.76,0.007148
STN_GAN_02,Gandak Rewaghat Station,2019-09-25,59.15,25.98,85.22,59.18,-0.000507
STN_GAN_02,Gandak Rewaghat Station,2019-09-26,58.99,25.98,85.22,59.15,-0.002705
STN_GAN_02,Gandak Rewaghat Station,2019-09-27,59.46,25.98,85.22,58.99,0.007967
STN_GAN_02,Gandak Rewaghat Station,2019-09-28,59.23,25.98,85.22,59.46,-0.003868
STN_GAN_02,Gandak Rewaghat Station,2019-09-29,58.72,25.98,85.22,59.23,-0.008611
STN_GAN_02,Gandak Rewaghat Station,2019-09-30,58.14,25.98,85.22,58.72,-0.009877
STN_GAN_02,Gandak Rewaghat Station,2019-10-01,58.44,25.98,85.22,58.14,0.00516
STN_GAN_02,Gandak Rewaghat Station,2019-10-02,57.97,25.98,85.22,58.44,-0.008042
STN_GAN_02,Gandak Rewaghat Station,2019-10-03,58.73,25.98,85.22,57.97,0.01311
STN_GAN_02,Gandak Rewaghat Station,2019-10-04,57.94,25.98,85.22,58.73,-0.013451
STN_GAN_02,Gandak Rewaghat Station,2019-10-05,58.67,25.98,85.22,57.94,0.012599
STN_GAN_02,Gandak Rewaghat Station,2019-10-06,58.81,25.98,85.22,58.67,0.002386
STN_GAN_02,Gandak Rewaghat Station,2019-10-07,58.82,25.98,85.22,58.81,0.00017
STN_GAN_02,Gandak Rewaghat Station,2019-10-08,58.65,25.98,85.22,58.82,-0.00289
STN_GAN_02,Gandak Rewaghat Station,2019-10-09,58.86,25.98,85.22,58.65,0.003581
STN_GAN_02,Gandak Rewaghat Station,2019-10-10,58.89,25.98,85.22,58.86,0.00051
STN_GAN_02,Gandak Rewaghat Station,2019-10-11,59.39,25.98,85.22,58.89,0.00849
STN_GAN_02,Gandak Rewaghat Station,2019-10-12,59.48,25.98,85.22,59.39,0.001515
STN_GAN_02,Gandak Rewaghat Station,2019-10-13,59.59,25.98,85.22,59.48,0.001849
STN_GAN_02,Gandak Rewaghat Station,2019-10-14,59.5,25.98,85.22,59.59,-0.00151
STN_GAN_02,Gandak Rewaghat Station,2019-10-15,59.52,25.98,85.22,59.5,0.000336
STN_GAN_02,Gandak Rewaghat Station,2019-10-16,59.7,25.98,85.22,59.52,0.003024
STN_GAN_02,Gandak Rewaghat Station,2019-10-17,59.06,25.98,85.22,59.7,-0.01072
STN_GAN_02,Gandak Rewaghat Station,2019-10-18,58.57,25.98,85.22,59.06,-0.008297
STN_GAN_02,Gandak Rewaghat Station,2019-10-19,58.92,25.98,85.22,58.57,0.005976
STN_GAN_02,Gandak Rewaghat Station,2019-10-20,59.04,25.98,85.22,58.92,0.002037
STN_GAN_02,Gandak Rewaghat Station,2019-10-21,59.02,25.98,85.22,59.04,-0.000339
STN_GAN_02,Gandak Rewaghat Station,2019-10-22,59.07,25.98,85.22,59.02,0.000847
STN_GAN_02,Gandak Rewaghat Station,2019-10-23,59.26,25.98,85.22,59.07,0.003217
STN_GAN_02,Gandak Rewaghat Station,2019-10-24,59.1,25.98,85.22,59.26,-0.0027
STN_GAN_02,Gandak Rewaghat Station,2019-10-25,58.83,25.98,85.22,59.1,-0.004569
STN_GAN_02,Gandak Rewaghat Station,2019-10-26,58.96,25.98,85.22,58.83,0.00221
STN_GAN_02,Gandak Rewaghat Station,2019-10-27,58.62,25.98,85.22,58.96,-0.005767
STN_GAN_02,Gandak Rewaghat Station,2019-10-28,58.83,25.98,85.22,58.62,0.003582
STN_GAN_02,Gandak Rewaghat Station,2019-10-29,58.2,25.98,85.22,58.83,-0.010709
STN_GAN_02,Gandak Rewaghat Station,2019-10-30,58.67,25.98,85.22,58.2,0.008076
STN_GAN_02,Gandak Rewaghat Station,2019-10-31,58.9,25.98,85.22,58.67,0.00392
STN_KOS_01,Kosi Barrage Birpur,2019-05-01,45.25,26.52,86.93,,
STN_KOS_01,Kosi Barrage Birpur,2019-05-02,45.24,26.52,86.93,45.25,-0.000221
STN_KOS_01,Kosi Barrage Birpur,2019-05-03,45.55,26.52,86.93,45.24,0.006852
STN_KOS_01,Kosi Barrage Birpur,2019-05-04,46.21,26.52,86.93,45.55,0.01449
STN_KOS_01,Kosi Barrage Birpur,2019-05-05,46.17,26.52,86.93,46.21,-0.000866
STN_KOS_01,Kosi Barrage Birpur,2019-05-06,46.12,26.52,86.93,46.17,-0.001083
STN_KOS_01,Kosi Barrage Birpur,2019-05-07,46.81,26.52,86.93,46.12,0.014961
STN_KOS_01,Kosi Barrage Birpur,2019-05-08,47.16,26.52,86.93,46.81,0.007477
STN_KOS_01,Kosi Barrage Birpur,2019-05-09,47.03,26.52,86.93,47.16,-0.002757
STN_KOS_01,Kosi Barrage Birpur,2019-05-10,47.29,26.52,86.93,47.03,0.005528
STN_KOS_01,Kosi Barrage Birpur,2019-05-11,47.16,26.52,86.93,47.29,-0.002749
STN_KOS_01,Kosi Barrage Birpur,2019-05-12,47.02,26.52,86.93,47.16,-0.002969
STN_KOS_01,Kosi Barrage Birpur,2019-05-13,47.17,26.52,86.93,47.02,0.00319
STN_KOS_01,Kosi Barrage Birpur,2019-05-14,46.45,26.52,86.93,47.17,-0.015264
STN_KOS_01,Kosi Barrage Birpur,2019-05-15,45.81,26.52,86.93,46.45,-0.013778
STN_KOS_01,Kosi Barrage Birpur,2019-05-16,45.64,26.52,86.93,45.81,-0.003711
STN_KOS_01,Kosi Barrage Birpur,2019-05-17,45.28,26.52,86.93,45.64,-0.007888
STN_KOS_01,Kosi Barrage Birpur,2019-05-18,45.46,26.52,86.93,45.28,0.003975
STN_KOS_01,Kosi Barrage Birpur,2019-05-19,45.14,26.52,86.93,45.46,-0.007039
STN_KOS_01,Kosi Barrage Birpur,2019-05-20,44.63,26.52,86.93,45.14,-0.011298
STN_KOS_01,Kosi Barrage Birpur,2019-05-21,45.27,26.52,86.93,44.63,0.01434
STN_KOS_01,Kosi Barrage Birpur,2019-05-22,45.23,26.52,86.93,45.27,-0.000884
STN_KOS_01,Kosi Barrage Birpur,2019-05-23,45.3,26.52,86.93,45.23,0.001548
STN_KOS_01,Kosi Barrage Birpur,2019-05-24,44.78,26.52,86.93,45.3,-0.011479
STN_KOS_01,Kosi Barrage Birpur,2019-05-25,44.61,26.52,86.93,44.78,-0.003796
STN_KOS_01,Kosi Barrage Birpur,2019-05-26,44.71,26.52,86.93,44.61,0.002242
STN_KOS_01,Kosi Barrage Birpur,2019-05-27,44.3,26.52,86.93,44.71,-0.00917
STN_KOS_01,Kosi Barrage Birpur,2019-05-28,44.5,26.52,86.93,44.3,0.004515
STN_KOS_01,Kosi Barrage Birpur,2019-05-29,44.31,26.52,86.93,44.5,-0.00427
STN_KOS_01,Kosi Barrage Birpur,2019-05-30,44.24,26.52,86.93,44.31,-0.00158
STN_KOS_01,Kosi Barrage Birpur,2019-05-31,44.05,26.52,86.93,44.24,-0.004295
STN_KOS_01,Kosi Barrage Birpur,2019-06-01,44.84,26.52,86.93,44.05,0.017934
STN_KOS_01,Kosi Barrage Birpur,2019-06-02,44.89,26.52,86.93,44.84,0.001115
STN_KOS_01,Kosi Barrage Birpur,2019-06-03,44.51,26.52,86.93,44.89,-0.008465
STN_KOS_01,Kosi Barrage Birpur,2019-06-04,44.89,26.52,86.93,44.51,0.008537
STN_KOS_01,Kosi Barrage Birpur,2019-06-05,44.45,26.52,86.93,44.89,-0.009802
STN_KOS_01,Kosi Barrage Birpur,2019-06-06,44.59,26.52,86.93,44.45,0.00315
STN_KOS_01,Kosi Barrage Birpur,2019-06-07,43.85,26.52,86.93,44.59,-0.016596
STN_KOS_01,Kosi Barrage Birpur,2019-06-08,43.37,26.52,86.93,43.85,-0.010946
STN_KOS_01,Kosi Barrage Birpur,2019-06-09,43.5,26.52,86.93,43.37,0.002997
STN_KOS_01,Kosi Barrage Birpur,2019-06-10,43.85,26.52,86.93,43.5,0.008046
STN_KOS_01,Kosi Barrage Birpur,2019-06-11,43.97,26.52,86.93,43.85,0.002737
STN_KOS_01,Kosi Barrage Birpur,2019-06-12,43.97,26.52,86.93,43.97,0.0
STN_KOS_01,Kosi Barrage Birpur,2019-06-13,43.9,26.52,86.93,43.97,-0.001592
STN_KOS_01,Kosi Barrage Birpur,2019-06-14,43.36,26.52,86.93,43.9,-0.012301
STN_KOS_01,Kosi Barrage Birpur,2019-06-15,43.12,26.52,86.93,43.36,-0.005535
STN_KOS_01,Kosi Barrage Birpur,2019-06-16,42.99,26.52,86.93,43.12,-0.003015
STN_KOS_01,Kosi Barrage Birpur,2019-06-17,43.46,26.52,86.93,42.99,0.010933
STN_KOS_01,Kosi Barrage Birpur,2019-06-18,43.65,26.52,86.93,43.46,0.004372
STN_KOS_01,Kosi Barrage Birpur,2019-06-19,42.99,26.52,86.93,43.65,-0.01512
STN_KOS_01,Kosi Barrage Birpur,2019-06-20,43.17,26.52,86.93,42.99,0.004187
STN_KOS_01,Kosi Barrage Birpur,2019-06-21,43.07,26.52,86.93,43.17,-0.002316
STN_KOS_01,Kosi Barrage Birpur,2019-06-22,42.85,26.52,86.93,43.07,-0.005108
STN_KOS_01,Kosi Barrage Birpur,2019-06-23,43.14,26.52,86.93,42.85,0.006768
STN_KOS_01,Kosi Barrage Birpur,2019-06-24,43.6,26.52,86.93,43.14,0.010663
STN_KOS_01,Kosi Barrage Birpur,2019-06-25,44.02,26.52,86.93,43.6,0.009633
STN_KOS_01,Kosi Barrage Birpur,2019-06-26,43.74,26.52,86.93,44.02,-0.006361
STN_KOS_01,Kosi Barrage Birpur,2019-06-27,43.67,26.52,86.93,43.74,-0.0016
STN_KOS_01,Kosi Barrage Birpur,2019-06-28,43.85,26.52,86.93,43.67,0.004122
STN_KOS_01,Kosi Barrage Birpur,2019-06-29,44.29,26.52,86.93,43.85,0.010034
STN_KOS_01,Kosi Barrage Birpur,2019-06-30,44.15,26.52,86.93,44.29,-0.003161
STN_KOS_01,Kosi Barrage Birpur,2019-07-01,44.12,26.52,86.93,44.15,-0.00068
STN_KOS_01,Kosi Barrage Birpur,2019-07-02,43.73,26.52,86.93,44.12,-0.00884
STN_KOS_01,Kosi Barrage Birpur,2019-07-03,43.3,26.52,86.93,43.73,-0.009833
STN_KOS_01,Kosi Barrage Birpur,2019-07-04,43.68,26.52,86.93,43.3,0.008776
STN_KOS_01,Kosi Barrage Birpur,2019-07-05,44.27,26.52,86.93,43.68,0.013507
STN_KOS_01,Kosi Barrage Birpur,2019-07-06,44.29,26.52,86.93,44.27,0.000452
STN_KOS_01,Kosi Barrage Birpur,2019-07-07,44.74,26.52,86.93,44.29,0.01016
STN_KOS_01,Kosi Barrage Birpur,2019-07-08,44.94,26.52,86.93,44.74,0.00447
STN_KOS_01,Kosi Barrage Birpur,2019-07-09,44.73,26.52,86.93,44.94,-0.004673
STN_KOS_01,Kosi Barrage Birpur,2019-07-10,44.92,26.52,86.93,44.73,0.004248
STN_KOS_01,Kosi Barrage Birpur,2019-07-11,45.59,26.52,86.93,44.92,0.014915
STN_KOS_01,Kosi Barrage Birpur,2019-07-12,45.62,26.52,86.93,45.59,0.000658
STN_KOS_01,Kosi Barrage Birpur,2019-07-13,46.3,26.52,86.93,45.62,0.014906
STN_KOS_01,Kosi Barrage Birpur,2019-07-14,45.3,26.52,86.93,46.3,-0.021598
STN_KOS_01,Kosi Barrage Birpur,2019-07-15,45.68,26.52,86.93,45.3,0.008389
STN_KOS_01,Kosi Barrage Birpur,2019-07-16,45.77,26.52,86.93,45.68,0.00197
STN_KOS_01,Kosi Barrage Birpur,2019-07-17,45.7,26.52,86.93,45.77,-0.001529
STN_KOS_01,Kosi Barrage Birpur,2019-07-18,45.78,26.52,86.93,45.7,0.001751
STN_KOS_01,Kosi Barrage Birpur,2019-07-19,45.04,26.52,86.93,45.78,-0.016164
STN_KOS_01,Kosi Barrage Birpur,2019-07-20,45.0,26.52,86.93,45.04,-0.000888
STN_KOS_01,Kosi Barrage Birpur,2019-07-21,45.19,26.52,86.93,45.0,0.004222
STN_KOS_01,Kosi Barrage Birpur,2019-07-22,45.83,26.52,86.93,45.19,0.014162
STN_KOS_01,Kosi Barrage Birpur,2019-07-23,45.68,26.52,86.93,45.83,-0.003273
STN_KOS_01,Kosi Barrage Birpur,2019-07-24,45.4,26.52,86.93,45.68,-0.00613
STN_KOS_01,Kosi Barrage Birpur,2019-07-25,45.25,26.52,86.93,45.4,-0.003304
STN_KOS_01,Kosi Barrage Birpur,2019-07-26,45.67,26.52,86.93,45.25,0.009282
STN_KOS_01,Kosi Barrage Birpur,2019-07-27,45.85,26.52,86.93,45.67,0.003941
STN_KOS_01,Kosi Barrage Birpur,2019-07-28,45.69,26.52,86.93,45.85,-0.00349
STN_KOS_01,Kosi Barrage Birpur,2019-07-29,45.94,26.52,86.93,45.69,0.005472
STN_KOS_01,Kosi Barrage Birpur,2019-07-30,46.03,26.52,86.93,45.94,0.001959
STN_KOS_01,Kosi Barrage Birpur,2019-07-31,46.47,26.52,86.93,46.03,0.009559
STN_KOS_01,Kosi Barrage Birpur,2019-08-01,46.24,26.52,86.93,46.47,-0.004949
STN_KOS_01,Kosi Barrage Birpur,2019-08-02,46.16,26.52,86.93,46.24,-0.00173
STN_KOS_01,Kosi Barrage Birpur,2019-08-03,46.05,26.52,86.93,46.16,-0.002383
STN_KOS_01,Kosi Barrage Birpur,2019-08-04,45.52,26.52,86.93,46.05,-0.011509
STN_KOS_01,Kosi Barrage Birpur,2019-08-05,45.68,26.52,86.93,45.52,0.003515
STN_KOS_01,Kosi Barrage Birpur,2019-08-06,45.84,26.52,86.93,45.68,0.003503
STN_KOS_01,Kosi Barrage Birpur,2019-08-07,45.89,26.52,86.93,45.84,0.001091
STN_KOS_01,Kosi Barrage Birpur,2019-08-08,45.85,26.52,86.93,45.89,-0.000872
STN_KOS_01,Kosi Barrage Birpur,2019-08-09,45.33,26.52,86.93,45.85,-0.011341
STN_KOS_01,Kosi Barrage Birpur,2019-08-10,45.21,26.52,86.93,45.33,-0.002647
STN_KOS_01,Kosi Barrage Birpur,2019-08-11,45.12,26.52,86.93,45.21,-0.001991
STN_KOS_01,Kosi Barrage Birpur,2019-08-12,44.85,26.52,86.93,45.12,-0.005984
STN_KOS_01,Kosi Barrage Birpur,2019-08-13,44.84,26.52,86.93,44.85,-0.000223
STN_KOS_01,Kosi Barrage Birpur,2019-08-14,45.05,26.52,86.93,44.84,0.004683
STN_KOS_01,Kosi Barrage Birpur,2019-08-15,45.86,26.52,86.93,45.05,0.01798
STN_KOS_01,Kosi Barrage Birpur,2019-08-16,45.98,26.52,86.93,45.86,0.002617
STN_KOS_01,Kosi Barrage Birpur,2019-08-17,46.13,26.52,86.93,45.98,0.003262
STN_KOS_01,Kosi Barrage Birpur,2019-08-18,46.15,26.52,86.93,46.13,0.000434
STN_KOS_01,Kosi Barrage Birpur,2019-08-19,45.43,26.52,86.93,46.15,-0.015601
STN_KOS_01,Kosi Barrage Birpur,2019-08-20,45.47,26.52,86.93,45.43,0.00088
STN_KOS_01,Kosi Barrage Birpur,2019-08-21,45.54,26.52,86.93,45.47,0.001539
STN_KOS_01,Kosi Barrage Birpur,2019-08-22,46.58,26.52,86.93,45.54,0.022837
STN_KOS_01,Kosi Barrage Birpur,2019-08-23,46.55,26.52,86.93,46.58,-0.000644
STN_KOS_01,Kosi Barrage Birpur,2019-08-24,46.72,26.52,86.93,46.55,0.003652
STN_KOS_01,Kosi Barrage Birpur,2019-08-25,46.76,26.52,86.93,46.72,0.000856
STN_KOS_01,Kosi Barrage Birpur,2019-08-26,46.34,26.52,86.93,46.76,-0.008982
STN_KOS_01,Kosi Barrage Birpur,2019-08-27,46.85,26.52,86.93,46.34,0.011006
STN_KOS_01,Kosi Barrage Birpur,2019-08-28,47.2,26.52,86.93,46.85,0.007471
STN_KOS_01,Kosi Barrage Birpur,2019-08-29,47.57,26.52,86.93,47.2,0.007839
STN_KOS_01,Kosi Barrage Birpur,2019-08-30,47.25,26.52,86.93,47.57,-0.006727
STN_KOS_01,Kosi Barrage Birpur,2019-08-31,47.86,26.52,86.93,47.25,0.01291
STN_KOS_01,Kosi Barrage Birpur,2019-09-01,47.35,26.52,86.93,47.86,-0.010656
STN_KOS_01,Kosi Barrage Birpur,2019-09-02,47.64,26.52,86.93,47.35,0.006125
STN_KOS_01,Kosi Barrage Birpur,2019-09-03,48.56,26.52,86.93,47.64,0.019312
STN_KOS_01,Kosi Barrage Birpur,2019-09-04,48.22,26.52,86.93,48.56,-0.007002
STN_KOS_01,Kosi Barrage Birpur,2019-09-05,48.04,26.52,86.93,48.22,-0.003733
STN_KOS_01,Kosi Barrage Birpur,2019-09-06,48.13,26.52,86.93,48.04,0.001873
STN_KOS_01,Kosi Barrage Birpur,2019-09-07,47.98,26.52,86.93,48.13,-0.003117
STN_KOS_01,Kosi Barrage Birpur,2019-09-08,47.41,26.52,86.93,47.98,-0.01188
STN_KOS_01,Kosi Barrage Birpur,2019-09-09,47.49,26.52,86.93,47.41,0.001687
STN_KOS_01,Kosi Barrage Birpur,2019-09-10,47.11,26.52,86.93,47.49,-0.008002
STN_KOS_01,Kosi Barrage Birpur,2019-09-11,47.35,26.52,86.93,47.11,0.005094
STN_KOS_01,Kosi Barrage Birpur,2019-09-12,47.03,26.52,86.93,47.35,-0.006758
STN_KOS_01,Kosi Barrage Birpur,2019-09-13,47.7,26.52,86.93,47.03,0.014246
STN_KOS_01,Kosi Barrage Birpur,2019-09-14,47.44,26.52,86.93,47.7,-0.005451
STN_KOS_01,Kosi Barrage Birpur,2019-09-15,47.36,26.52,86.93,47.44,-0.001686
STN_KOS_01,Kosi Barrage Birpur,2019-09-16,47.74,26.52,86.93,47.36,0.008024
STN_KOS_01,Kosi Barrage Birpur,2019-09-17,47.29,26.52,86.93,47.74,-0.009426
STN_KOS_01,Kosi Barrage Birpur,2019-09-18,47.44,26.52,86.93,47.29,0.003172
STN_KOS_01,Kosi Barrage Birpur,2019-09-19,48.01,26.52,86.93,47.44,0.012015
STN_KOS_01,Kosi Barrage Birpur,2019-09-20,47.42,26.52,86.93,48.01,-0.012289
STN_KOS_01,Kosi Barrage Birpur,2019-09-21,47.54,26.52,86.93,47.42,0.002531
STN_KOS_01,Kosi Barrage Birpur,2019-09-22,47.69,26.52,86.93,47.54,0.003155
STN_KOS_01,Kosi Barrage Birpur,2019-09-23,48.06,26.52,86.93,47.69,0.007758
STN_KOS_01,Kosi Barrage Birpur,2019-09-24,47.61,26.52,86.93,48.06,-0.009363
STN_KOS_01,Kosi Barrage Birpur,2019-09-25,47.13,26.52,86.93,47.61,-0.010082
STN_KOS_01,Kosi Barrage Birpur,2019-09-26,47.39,26.52,86.93,47.13,0.005517
STN_KOS_01,Kosi Barrage Birpur,2019-09-27,47.56,26.52,86.93,47.39,0.003587
STN_KOS_01,Kosi Barrage Birpur,2019-09-28,47.71,26.52,86.93,47.56,0.003154
STN_KOS_01,Kosi Barrage Birpur,2019-09-29,47.9,26.52,86.93,47.71,0.003982
STN_KOS_01,Kosi Barrage Birpur,2019-09-30,47.68,26.52,86.93,47.9,-0.004593
STN_KOS_01,Kosi Barrage Birpur,2019-10-01,47.82,26.52,86.93,47.68,0.002936
STN_KOS_01,Kosi Barrage Birpur,2019-10-02,47.99,26.52,86.93,47.82,0.003555
STN_KOS_01,Kosi Barrage Birpur,2019-10-03,47.75,26.52,86.93,47.99,-0.005001
STN_KOS_01,Kosi Barrage Birpur,2019-10-04,48.55,26.52,86.93,47.75,0.016754
STN_KOS_01,Kosi Barrage Birpur,2019-10-05,48.79,26.52,86.93,48.55,0.004943
STN_KOS_01,Kosi Barrage Birpur,2019-10-06,48.36,26.52,86.93,48.79,-0.008813
STN_KOS_01,Kosi Barrage Birpur,2019-10-07,48.67,26.52,86.93,48.36,0.00641
STN_KOS_01,Kosi Barrage Birpur,2019-10-08,48.33,26.52,86.93,48.67,-0.006986
STN_KOS_01,Kosi Barrage Birpur,2019-10-09,48.7,26.52,86.93,48.33,0.007656
STN_KOS_01,Kosi Barrage Birpur,2019-10-10,49.21,26.52,86.93,48.7,0.010472
STN_KOS_01,Kosi Barrage Birpur,2019-10-11,48.93,26.52,86.93,49.21,-0.00569
STN_KOS_01,Kosi Barrage Birpur,2019-10-12,49.37,26.52,86.93,48.93,0.008992
STN_KOS_01,Kosi Barrage Birpur,2019-10-13,49.58,26.52,86.93,49.37,0.004254
STN_KOS_01,Kosi Barrage Birpur,2019-10-14,49.96,26.52,86.93,49.58,0.007664
STN_KOS_01,Kosi Barrage Birpur,2019-10-15,50.77,26.52,86.93,49.96,0.016213
STN_KOS_01,Kosi Barrage Birpur,2019-10-16,50.72,26.52,86.93,50.77,-0.000985
STN_KOS_01,Kosi Barrage Birpur,2019-10-17,50.47,26.52,86.93,50.72,-0.004929
STN_KOS_01,Kosi Barrage Birpur,2019-10-18,50.17,26.52,86.93,50.47,-0.005944
STN_KOS_01,Kosi Barrage Birpur,2019-10-19,49.89,26.52,86.93,50.17,-0.005581
STN_KOS_01,Kosi Barrage Birpur,2019-10-20,49.91,26.52,86.93,49.89,0.000401
