date,latitude,longitude,rainfall_mm,station_id,station_name,water_level_m,river_level_24h_ago,river_level_48h_ago,river_rise_rate,elevation,population_density,ndwi,soil_saturation,flooded,rainfall_48h,rainfall_72h,days_since_last_rain,flood_risk_score
2019-10-09,25.25,86.25,8.36892032623291,STN_KOS_02,Kosi Baltara Station,46.01,45.87,46.01,0.003052,42.0,1080.3,0.317,0.608,0,12.7,14.12,0.0,17.3569
2019-10-10,25.25,86.25,0.0,STN_KOS_02,Kosi Baltara Station,45.49,46.01,45.87,-0.011302,42.0,1080.3,0.339,0.861,0,8.37,12.7,1.0,16.7846
2019-10-11,25.25,86.25,0.0,STN_KOS_02,Kosi Baltara Station,44.97,45.49,46.01,-0.011431,42.0,1080.3,0.707,0.614,1,0.0,8.37,2.0,15.0526
2019-10-12,25.25,86.25,0.0,STN_KOS_02,Kosi Baltara Station,44.74,44.97,45.49,-0.005115,42.0,1080.3,0.345,0.799,0,0.0,0.0,3.0,11.7065
2019-10-13,25.25,86.25,0.0,STN_KOS_02,Kosi Baltara Station,44.7,44.74,44.97,-0.000894,42.0,1080.3,0.594,0.334,0,0.0,0.0,4.0,11.7078
2019-10-14,25.25,86.25,0.0,STN_KOS_02,Kosi Baltara Station,44.87,44.7,44.74,0.003803,42.0,1080.3,0.693,0.407,1,0.0,0.0,5.0,11.7092
2019-10-15,25.25,86.25,0.0,STN_KOS_02,Kosi Baltara Station,45.51,44.87,44.7,0.014263,42.0,1080.3,0.622,0.867,0,0.0,0.0,6.0,11.7123
2019-10-16,25.25,86.25,0.0,STN_KOS_02,Kosi Baltara Station,45.91,45.51,44.87,0.008789,42.0,1080.3,0.439,0.928,0,0.0,0.0,7.0,11.7107
2019-10-17,25.25,86.25,0.0,STN_KOS_02,Kosi Baltara Station,45.89,45.91,45.51,-0.000436,42.0,1080.3,0.129,0.467,0,0.0,0.0,8.0,11.7079
2019-10-18,25.25,86.25,0.0,STN_KOS_02,Kosi Baltara Station,45.94,45.89,45.91,0.00109,42.0,1080.3,0.196,0.414,0,0.0,0.0,9.0,11.7084
2019-10-19,25.25,86.25,0.0,STN_KOS_02,Kosi Baltara Station,45.58,45.94,45.89,-0.007836,42.0,1080.3,0.677,0.898,1,0.0,0.0,10.0,11.7057
2019-10-20,25.25,86.25,0.3568955361843109,STN_KOS_02,Kosi Baltara Station,45.63,45.58,45.94,0.001097,42.0,1080.3,0.212,0.853,0,0.36,0.36,0.0,11.8524
2019-10-21,25.25,86.25,0.0,STN_KOS_02,Kosi Baltara Station,45.56,45.63,45.58,-0.001534,42.0,1080.3,0.844,0.581,1,0.36,0.36,1.0,11.8516
2019-10-22,25.25,86.25,0.0,STN_KOS_02,Kosi Baltara Station,45.74,45.56,45.63,0.003951,42.0,1080.3,0.254,0.397,0,0.0,0.36,2.0,11.8532
2019-10-23,25.25,86.25,0.0,STN_KOS_02,Kosi Baltara Station,45.46,45.74,45.56,-0.006122,42.0,1080.3,0.646,0.581,0,0.0,0.0,3.0,11.7062
2019-10-24,25.25,86.25,0.0,STN_KOS_02,Kosi Baltara Station,45.72,45.46,45.74,0.005719,42.0,1080.3,0.696,0.761,1,0.0,0.0,4.0,11.7097
2019-10-25,25.25,86.25,0.0,STN_KOS_02,Kosi Baltara Station,46.38,45.72,45.46,0.014436,42.0,1080.3,0.841,0.863,1,0.0,0.0,5.0,11.7124
2019-10-26,25.25,86.25,3.8956780433654794,STN_KOS_02,Kosi Baltara Station,46.39,46.38,45.72,0.000216,42.0,1080.3,0.795,0.531,1,3.9,3.9,0.0,13.2681
2019-10-27,25.25,86.25,0.0,STN_KOS_02,Kosi Baltara Station,46.6,46.39,46.38,0.004527,42.0,1080.3,0.482,0.361,0,3.9,3.9,1.0,13.2694
2019-10-28,25.25,86.25,0.0,STN_KOS_02,Kosi Baltara Station,46.92,46.6,46.39,0.006867,42.0,1080.3,0.666,0.947,1,0.0,3.9,2.0,13.2701
2019-10-29,25.25,86.25,0.0,STN_KOS_02,Kosi Baltara Station,46.81,46.92,46.6,-0.002344,42.0,1080.3,0.63,0.922,0,0.0,0.0,3.0,11.7073
2019-10-30,25.25,86.25,0.0,STN_KOS_02,Kosi Baltara Station,46.95,46.81,46.92,0.002991,42.0,1080.3,0.837,0.934,1,0.0,0.0,4.0,11.7089
2019-10-31,25.25,86.25,0.0,STN_KOS_02,Kosi Baltara Station,47.01,46.95,46.81,0.001278,42.0,1080.3,0.596,0.63,0,0.0,0.0,5.0,11.7084
2019-05-01,25.25,86.5,0.0,STN_KOS_02,Kosi Baltara Station,34.46,50.72,50.72,0.002957,105.0,1548.5,0.647,0.804,0,0.0,0.0,1.0,0.1557
2019-05-02,25.25,86.5,0.0,STN_KOS_02,Kosi Baltara Station,34.8,34.46,50.72,0.009867,105.0,1548.5,0.381,0.405,0,0.0,0.0,2.0,0.1578
2019-05-03,25.25,86.5,0.0,STN_KOS_02,Kosi Baltara Station,35.04,34.8,34.46,0.006897,105.0,1548.5,0.257,0.347,0,0.0,0.0,3.0,0.1569
2019-05-04,25.25,86.5,5.336909294128418,STN_KOS_02,Kosi Baltara Station,35.06,35.04,34.8,0.000571,105.0,1548.5,0.601,0.466,0,5.34,5.34,0.0,2.291
2019-05-05,25.25,86.5,0.1162087172269821,STN_KOS_02,Kosi Baltara Station,34.77,35.06,35.04,-0.008272,105.0,1548.5,0.481,0.939,0,5.45,5.45,0.0,2.3324
2019-05-06,25.25,86.5,0.0,STN_KOS_02,Kosi Baltara Station,34.21,34.77,35.06,-0.016106,105.0,1548.5,0.827,0.625,1,0.12,5.45,1.0,2.33
2019-05-07,25.25,86.5,0.0,STN_KOS_02,Kosi Baltara Station,34.08,34.21,34.77,-0.0038,105.0,1548.5,0.445,0.787,0,0.0,0.12,2.0,0.2017
2019-05-08,25.25,86.5,0.0,STN_KOS_02,Kosi Baltara Station,34.48,34.08,34.21,0.011737,105.0,1548.5,0.646,0.9,0,0.0,0.0,3.0,0.1584
2019-05-09,25.25,86.5,0.0,STN_KOS_02,Kosi Baltara Station,34.61,34.48,34.08,0.00377,105.0,1548.5,0.426,0.877,0,0.0,0.0,4.0,0.156
2019-05-10,25.25,86.5,0.0,STN_KOS_02,Kosi Baltara Station,34.16,34.61,34.48,-0.013002,105.0,1548.5,0.321,0.585,0,0.0,0.0,5.0,0.1509
2019-05-11,25.25,86.5,0.0,STN_KOS_02,Kosi Baltara Station,34.28,34.16,34.61,0.003513,105.0,1548.5,0.833,0.771,1,0.0,0.0,6.0,0.1559
2019-05-12,25.25,86.5,0.0,STN_KOS_02,Kosi Baltara Station,34.49,34.28,34.16,0.006126,105.0,1548.5,0.216,0.606,0,0.0,0.0,7.0,0.1567
2019-05-13,25.25,86.5,0.0,STN_KOS_02,Kosi Baltara Station,34.18,34.49,34.28,-0.008988,105.0,1548.5,0.419,0.549,0,0.0,0.0,8.0,0.1522
2019-05-14,25.25,86.5,0.0,STN_KOS_02,Kosi Baltara Station,34.29,34.18,34.49,0.003218,105.0,1548.5,0.287,0.98,0,0.0,0.0,9.0,0.1558
2019-05-15,25.25,86.5,0.0,STN_KOS_02,Kosi Baltara Station,34.37,34.29,34.18,0.002333,105.0,1548.5,0.725,0.34,1,0.0,0.0,10.0,0.1555
2019-05-16,25.25,86.5,0.0,STN_KOS_02,Kosi Baltara Station,33.96,34.37,34.29,-0.011929,105.0,1548.5,0.233,0.678,0,0.0,0.0,11.0,0.1513
2019-05-17,25.25,86.5,0.0,STN_KOS_02,Kosi Baltara Station,34.15,33.96,34.37,0.005595,105.0,1548.5,0.399,0.841,0,0.0,0.0,12.0,0.1565
2019-05-18,25.25,86.5,0.0,STN_KOS_02,Kosi Baltara Station,34.43,34.15,33.96,0.008199,105.0,1548.5,0.547,0.779,0,0.0,0.0,13.0,0.1573
2019-05-19,25.25,86.5,0.0,STN_KOS_02,Kosi Baltara Station,34.91,34.43,34.15,0.013941,105.0,1548.5,0.677,0.371,1,0.0,0.0,14.0,0.159
2019-05-20,25.25,86.5,0.0,STN_KOS_02,Kosi Baltara Station,35.38,34.91,34.43,0.013463,105.0,1548.5,0.518,0.935,0,0.0,0.0,15.0,0.1589
2019-05-21,25.25,86.5,0.0,STN_KOS_02,Kosi Baltara Station,34.88,35.38,34.91,-0.014132,105.0,1548.5,0.178,0.307,0,0.0,0.0,16.0,0.1506
2019-05-22,25.25,86.5,0.0,STN_KOS_02,Kosi Baltara Station,34.56,34.88,35.38,-0.009174,105.0,1548.5,0.572,0.667,0,0.0,0.0,17.0,0.1521
2019-05-23,25.25,86.5,0.7245312333106995,STN_KOS_02,Kosi Baltara Station,34.81,34.56,34.88,0.007234,105.0,1548.5,0.824,0.681,1,0.72,0.72,0.0,0.445
2019-05-24,25.25,86.5,0.0,STN_KOS_02,Kosi Baltara Station,35.07,34.81,34.56,0.007469,105.0,1548.5,0.791,0.513,1,0.72,0.72,1.0,0.4451
2019-05-25,25.25,86.5,0.0,STN_KOS_02,Kosi Baltara Station,35.32,35.07,34.81,0.007129,105.0,1548.5,0.62,0.556,0,0.0,0.72,2.0,0.445
2019-05-26,25.25,86.5,0.0,STN_KOS_02,Kosi Baltara Station,36.92,35.32,35.07,0.0453,105.0,1548.5,0.272,0.685,0,0.0,0.0,3.0,0.1684
2019-05-27,25.25,86.5,0.0,STN_KOS_02,Kosi Baltara Station,37.19,36.92,35.32,0.007313,105.0,1548.5,0.662,0.516,1,0.0,0.0,4.0,0.157
2019-05-28,25.25,86.5,0.0,STN_KOS_02,Kosi Baltara Station,37.7,37.19,36.92,0.013713,105.0,1548.5,0.518,0.873,0,0.0,0.0,5.0,0.159
2019-05-29,25.25,86.5,0.0,STN_KOS_02,Kosi Baltara Station,38.13,37.7,37.19,0.011406,105.0,1548.5,0.839,0.424,1,0.0,0.0,6.0,0.1583
2019-05-30,25.25,86.5,0.5291998386383057,STN_KOS_02,Kosi Baltara Station,38.44,38.13,37.7,0.00813,105.0,1548.5,0.306,0.904,0,0.53,0.53,0.0,0.3693
2019-05-31,25.25,86.5,20.52981758117676,STN_KOS_02,Kosi Baltara Station,38.36,38.44,38.13,-0.002081,105.0,1548.5,0.11,0.334,0,21.06,21.06,0.0,8.5782
2019-06-01,25.25,86.5,0.0,STN_KOS_02,Kosi Baltara Station,38.72,38.36,38.44,0.009385,105.0,1548.5,0.453,0.907,0,20.53,21.06,1.0,8.5817
2019-06-02,25.25,86.5,17.004220962524414,STN_KOS_02,Kosi Baltara Station,38.46,38.72,38.36,-0.006715,105.0,1548.5,0.401,0.94,0,17.0,37.53,0.0,15.1648
2019-06-03,25.25,86.5,0.7362779974937439,STN_KOS_02,Kosi Baltara Station,38.41,38.46,38.72,-0.0013,105.0,1548.5,0.347,0.539,0,17.74,17.74,0.0,7.2505
2019-06-04,25.25,86.5,0.0,STN_KOS_02,Kosi Baltara Station,38.27,38.41,38.46,-0.003645,105.0,1548.5,0.222,0.849,0,0.74,17.74,1.0,7.2498
2019-06-05,25.25,86.5,0.0,STN_KOS_02,Kosi Baltara Station,38.35,38.27,38.41,0.00209,105.0,1548.5,0.219,0.53,0,0.0,0.74,2.0,0.4515
2019-06-06,25.25,86.5,0.0,STN_KOS_02,Kosi Baltara Station,39.33,38.35,38.27,0.025554,105.0,1548.5,0.519,0.978,0,0.0,0.0,3.0,0.1625
2019-06-07,25.25,86.5,0.0,STN_KOS_02,Kosi Baltara Station,38.63,39.33,38.35,-0.017798,105.0,1548.5,0.672,0.518,1,0.0,0.0,4.0,0.1495
2019-06-08,25.25,86.5,0.0,STN_KOS_02,Kosi Baltara Station,38.96,38.63,39.33,0.008543,105.0,1548.5,0.845,0.559,1,0.0,0.0,5.0,0.1574
2019-06-09,25.25,86.5,0.0,STN_KOS_02,Kosi Baltara Station,38.36,38.96,38.63,-0.0154,105.0,1548.5,0.482,0.742,0,0.0,0.0,6.0,0.1502
2019-06-10,25.25,86.5,0.0,STN_KOS_02,Kosi Baltara Station,38.22,38.36,38.96,-0.00365,105.0,1548.5,0.37,0.477,0,0.0,0.0,7.0,0.1538
2019-06-11,25.25,86.5,0.0,STN_KOS_02,Kosi Baltara Station,38.71,38.22,38.36,0.012821,105.0,1548.5,0.8,0.325,1,0.0,0.0,8.0,0.1587
2019-06-12,25.25,86.5,0.0,STN_KOS_02,Kosi Baltara Station,38.78,38.71,38.22,0.001808,105.0,1548.5,0.191,0.718,0,0.0,0.0,9.0,0.1554
2019-06-13,25.25,86.5,5.915868282318115,STN_KOS_02,Kosi Baltara Station,38.4,38.78,38.71,-0.009799,105.0,1548.5,0.28,0.365,0,5.92,5.92,0.0,2.5199
2019-06-14,25.25,86.5,0.0,STN_KOS_02,Kosi Baltara Station,38.17,38.4,38.78,-0.00599,105.0,1548.5,0.525,0.3,0,5.92,5.92,1.0,2.5211
2019-06-15,25.25,86.5,0.0,STN_KOS_02,Kosi Baltara Station,38.49,38.17,38.4,0.008384,105.0,1548.5,0.681,0.741,1,0.0,5.92,2.0,2.5254
2019-06-16,25.25,86.5,0.0,STN_KOS_02,Kosi Baltara Station,38.25,38.49,38.17,-0.006235,105.0,1548.5,0.503,0.61,0,0.0,0.0,3.0,0.153
2019-06-17,25.25,86.5,0.0,STN_KOS_02,Kosi Baltara Station,38.38,38.25,38.49,0.003399,105.0,1548.5,0.531,0.799,0,0.0,0.0,4.0,0.1559
2019-06-18,25.25,86.5,0.0,STN_KOS_02,Kosi Baltara Station,38.45,38.38,38.25,0.001824,105.0,1548.5,0.453,0.784,0,0.0,0.0,5.0,0.1554
2019-06-19,25.25,86.5,0.7218822836875916,STN_KOS_02,Kosi Baltara Station,38.24,38.45,38.38,-0.005462,105.0,1548.5,0.77,0.479,1,0.72,0.72,0.0,0.4412
2019-06-20,25.25,86.5,0.0,STN_KOS_02,Kosi Baltara Station,39.15,38.24,38.45,0.023797,105.0,1548.5,0.816,0.35,1,0.72,0.72,1.0,0.45
2019-06-21,25.25,86.5,0.0,STN_KOS_02,Kosi Baltara Station,39.45,39.15,38.24,0.007663,105.0,1548.5,0.399,0.408,0,0.0,0.72,2.0,0.4451
2019-06-22,25.25,86.5,6.900712013244629,STN_KOS_02,Kosi Baltara Station,38.69,39.45,39.15,-0.019265,105.0,1548.5,0.417,0.631,0,6.9,6.9,0.0,2.9091
2019-06-23,25.25,86.5,33.56428909301758,STN_KOS_02,Kosi Baltara Station,38.82,38.69,39.45,0.00336,105.0,1548.5,0.412,0.958,1,40.47,40.47,0.0,16.3439
2019-06-24,25.25,86.5,0.0,STN_KOS_02,Kosi Baltara Station,38.6,38.82,38.69,-0.005667,105.0,1548.5,0.372,0.363,0,33.56,40.47,1.0,16.3411
2019-06-25,25.25,86.5,0.0,STN_KOS_02,Kosi Baltara Station,38.99,38.6,38.82,0.010104,105.0,1548.5,0.269,0.967,0,0.0,33.56,2.0,13.5819
2019-06-26,25.25,86.5,0.0,STN_KOS_02,Kosi Baltara Station,38.72,38.99,38.6,-0.006925,105.0,1548.5,0.162,0.828,0,0.0,0.0,3.0,0.1528
2019-06-27,25.25,86.5,18.510841369628903,STN_KOS_02,Kosi Baltara Station,38.73,38.72,38.99,0.000258,105.0,1548.5,0.524,0.836,0,18.51,18.51,0.0,7.5589
2019-06-28,25.25,86.5,0.0,STN_KOS_02,Kosi Baltara Station,38.98,38.73,38.72,0.006455,105.0,1548.5,0.285,0.885,0,18.51,18.51,1.0,7.5608
2019-06-29,25.25,86.5,0.0,STN_KOS_02,Kosi Baltara Station,39.38,38.98,38.73,0.010262,105.0,1548.5,0.437,0.499,0,0.0,18.51,2.0,7.5619
2019-06-30,25.25,86.5,0.0,STN_KOS_02,Kosi Baltara Station,38.95,39.38,38.98,-0.010919,105.0,1548.5,0.841,0.898,1,0.0,0.0,3.0,0.1516
2019-07-01,25.25,86.5,0.0,STN_KOS_02,Kosi Baltara Station,38.86,38.95,39.38,-0.002311,105.0,1548.5,0.692,0.372,1,0.0,0.0,4.0,0.1542
2019-07-02,25.25,86.5,3.131514549255371,STN_KOS_02,Kosi Baltara Station,38.72,38.86,38.95,-0.003603,105.0,1548.5,0.609,0.384,0,3.13,3.13,0.0,1.4058
2019-07-03,25.25,86.5,0.7390934824943542,STN_KOS_02,Kosi Baltara Station,38.51,38.72,38.86,-0.005424,105.0,1548.5,0.286,0.977,0,3.87,3.87,0.0,1.7012
2019-07-04,25.25,86.5,16.561004638671875,STN_KOS_02,Kosi Baltara Station,39.27,38.51,38.72,0.019735,105.0,1548.5,0.471,0.728,0,17.3,20.43,0.0,8.3328
2019-07-05,25.25,86.5,0.0,STN_KOS_02,Kosi Baltara Station,39.48,39.27,38.51,0.005348,105.0,1548.5,0.713,0.968,1,16.56,17.3,1.0,7.0765
2019-07-06,25.25,86.5,8.089232444763184,STN_KOS_02,Kosi Baltara Station,39.03,39.48,39.27,-0.011398,105.0,1548.5,0.365,0.934,0,8.09,24.65,0.0,10.0114
2019-07-07,25.25,86.5,18.12090301513672,STN_KOS_02,Kosi Baltara Station,39.44,39.03,39.48,0.010505,105.0,1548.5,0.806,0.785,1,26.21,26.21,0.0,10.642
2019-07-08,25.25,86.5,36.76492691040039,STN_KOS_02,Kosi Baltara Station,40.34,39.44,39.03,0.022819,105.0,1548.5,0.725,0.831,1,54.89,62.98,0.0,25.3537
2019-07-09,25.25,86.5,157.19937133789062,STN_KOS_02,Kosi Baltara Station,40.8,40.34,39.44,0.011403,105.0,1548.5,0.85,0.582,1,193.96,212.09,0.0,84.9943
2019-07-10,25.25,86.5,26.34242820739746,STN_KOS_02,Kosi Baltara Station,40.25,40.8,40.34,-0.01348,105.0,1548.5,0.683,0.868,1,183.54,220.31,0.0,88.2748
2019-07-11,25.25,86.5,49.6124382019043,STN_KOS_02,Kosi Baltara Station,40.1,40.25,40.8,-0.003727,105.0,1548.5,0.288,0.479,0,75.95,233.15,0.0,93.4137
2019-07-12,25.25,86.5,10.4949312210083,STN_KOS_02,Kosi Baltara Station,40.66,40.1,40.25,0.013965,105.0,1548.5,0.451,0.327,0,60.11,86.45,0.0,34.739
2019-07-13,25.25,86.5,13.168347358703612,STN_KOS_02,Kosi Baltara Station,40.43,40.66,40.1,-0.005657,105.0,1548.5,0.462,0.873,0,23.66,73.28,0.0,29.4652
2019-07-14,25.25,86.5,33.12531280517578,STN_KOS_02,Kosi Baltara Station,40.65,40.43,40.66,0.005442,105.0,1548.5,0.352,0.702,0,46.29,56.79,0.0,22.8725
2019-07-15,25.25,86.5,3.723965406417847,STN_KOS_02,Kosi Baltara Station,41.01,40.65,40.43,0.008856,105.0,1548.5,0.521,0.874,0,36.85,50.02,0.0,20.1655
2019-07-16,25.25,86.5,0.0,STN_KOS_02,Kosi Baltara Station,40.69,41.01,40.65,-0.007803,105.0,1548.5,0.484,0.447,0,3.72,36.85,1.0,14.8925
2019-07-17,25.25,86.5,9.424503326416016,STN_KOS_02,Kosi Baltara Station,40.72,40.69,41.01,0.000737,105.0,1548.5,0.687,0.932,1,9.42,13.15,0.0,5.4151
2019-07-18,25.25,86.5,13.957781791687012,STN_KOS_02,Kosi Baltara Station,39.47,40.72,40.69,-0.030697,105.0,1548.5,0.321,0.895,0,23.38,23.38,0.0,9.4976
2019-07-19,25.25,86.5,0.0,STN_KOS_02,Kosi Baltara Station,39.11,39.47,40.72,-0.009121,105.0,1548.5,0.278,0.7,0,13.96,23.38,1.0,9.5041
2019-07-20,25.25,86.5,0.2946472764015198,STN_KOS_02,Kosi Baltara Station,39.06,39.11,39.47,-0.001278,105.0,1548.5,0.429,0.369,0,0.29,14.25,0.0,5.8545
2019-07-21,25.25,86.5,0.0,STN_KOS_02,Kosi Baltara Station,38.61,39.06,39.11,-0.011521,105.0,1548.5,0.792,0.391,1,0.29,0.29,1.0,0.2674
2019-07-22,25.25,86.5,0.0,STN_KOS_02,Kosi Baltara Station,39.32,38.61,39.06,0.018389,105.0,1548.5,0.716,0.519,1,0.0,0.29,2.0,0.2764
2019-07-23,25.25,86.5,3.729292631149292,STN_KOS_02,Kosi Baltara Station,38.79,39.32,38.61,-0.013479,105.0,1548.5,0.654,0.783,1,3.73,3.73,0.0,1.6428
2019-07-24,25.25,86.5,13.02802276611328,STN_KOS_02,Kosi Baltara Station,38.67,38.79,39.32,-0.003094,105.0,1548.5,0.795,0.914,1,16.76,16.76,0.0,6.8579
2019-07-25,25.25,86.5,34.07527160644531,STN_KOS_02,Kosi Baltara Station,38.77,38.67,38.79,0.002586,105.0,1548.5,0.287,0.375,0,47.1,50.83,0.0,20.4876
2019-07-26,25.25,86.5,13.593505859375,STN_KOS_02,Kosi Baltara Station,39.4,38.77,38.67,0.01625,105.0,1548.5,0.224,0.537,0,47.67,60.7,0.0,24.4397
2019-07-27,25.25,86.5,19.13142967224121,STN_KOS_02,Kosi Baltara Station,38.87,39.4,38.77,-0.013452,105.0,1548.5,0.681,0.61,1,32.72,66.8,0.0,26.8708
2019-07-28,25.25,86.5,4.824830532073975,STN_KOS_02,Kosi Baltara Station,39.39,38.87,39.4,0.013378,105.0,1548.5,0.28,0.356,0,23.96,37.55,0.0,15.1789
2019-07-29,25.25,86.5,0.0,STN_KOS_02,Kosi Baltara Station,39.44,39.39,38.87,0.001269,105.0,1548.5,0.134,0.74,0,4.82,23.96,1.0,9.7392
2019-07-30,25.25,86.5,3.511779546737671,STN_KOS_02,Kosi Baltara Station,39.1,39.44,39.39,-0.008621,105.0,1548.5,0.733,0.349,1,3.51,8.34,0.0,3.4883
2019-07-31,25.25,86.5,1.2584885358810425,STN_KOS_02,Kosi Baltara Station,39.33,39.1,39.44,0.005882,105.0,1548.5,0.655,0.709,1,4.77,4.77,0.0,2.0646
2019-08-01,25.25,86.5,0.5219187140464783,STN_KOS_02,Kosi Baltara Station,39.46,39.33,39.1,0.003305,105.0,1548.5,0.832,0.3,1,1.78,5.29,0.0,2.2718
2019-08-02,25.25,86.5,0.0,STN_KOS_02,Kosi Baltara Station,39.27,39.46,39.33,-0.004815,105.0,1548.5,0.67,0.968,1,0.52,1.78,1.0,0.8654
2019-08-03,25.25,86.5,4.523192405700684,STN_KOS_02,Kosi Baltara Station,39.35,39.27,39.46,0.002037,105.0,1548.5,0.213,0.723,0,4.52,5.05,0.0,2.1755
2019-08-04,25.25,86.5,3.2754061222076416,STN_KOS_02,Kosi Baltara Station,39.25,39.35,39.27,-0.002541,105.0,1548.5,0.406,0.563,0,7.8,7.8,0.0,3.2741
2019-08-05,25.25,86.5,0.0,STN_KOS_02,Kosi Baltara Station,39.34,39.25,39.35,0.002293,105.0,1548.5,0.416,0.691,0,3.28,7.8,1.0,3.2755
2019-08-06,25.25,86.5,0.0,STN_KOS_02,Kosi Baltara Station,39.66,39.34,39.25,0.008134,105.0,1548.5,0.751,0.873,1,0.0,3.28,2.0,1.4693
2019-08-07,25.25,86.5,7.26790714263916,STN_KOS_02,Kosi Baltara Station,40.34,39.66,39.34,0.017146,105.0,1548.5,0.235,0.819,0,7.27,7.27,0.0,3.068
2019-08-08,25.25,86.5,7.765559196472168,STN_KOS_02,Kosi Baltara Station,39.9,40.34,39.66,-0.010907,105.0,1548.5,0.271,0.878,0,15.03,15.03,0.0,6.1636
2019-08-09,25.25,86.5,1.932729721069336,STN_KOS_02,Kosi Baltara Station,40.8,39.9,40.34,0.022556,105.0,1548.5,0.262,0.63,0,9.7,16.97,0.0,6.9496
2019-08-10,25.25,86.5,3.1498169898986816,STN_KOS_02,Kosi Baltara Station,40.07,40.8,39.9,-0.017892,105.0,1548.5,0.459,0.45,0,5.08,12.85,0.0,5.2895
2019-08-11,25.25,86.5,0.0,STN_KOS_02,Kosi Baltara Station,40.06,40.07,40.8,-0.00025,105.0,1548.5,0.616,0.445,0,3.15,5.08,1.0,2.1868
2019-08-12,25.25,86.5,0.0,STN_KOS_02,Kosi Baltara Station,40.34,40.06,40.07,0.00699,105.0,1548.5,0.489,0.639,0,0.0,3.15,2.0,1.4169
2019-08-13,25.25,86.5,16.29127311706543,STN_KOS_02,Kosi Baltara Station,40.51,40.34,40.06,0.004214,105.0,1548.5,0.829,0.414,1,16.29,16.29,0.0,6.6721
2019-08-14,25.25,86.5,5.029102802276611,STN_KOS_02,Kosi Baltara Station,40.31,40.51,40.34,-0.004937,105.0,1548.5,0.376,0.487,0,21.32,21.32,0.0,8.6814
2019-08-15,25.25,86.5,0.1549449563026428,STN_KOS_02,Kosi Baltara Station,40.27,40.31,40.51,-0.000992,105.0,1548.5,0.437,0.658,0,5.18,21.48,0.0,8.7466
2019-08-16,25.25,86.5,0.0,STN_KOS_02,Kosi Baltara Station,40.13,40.27,40.31,-0.003477,105.0,1548.5,0.713,0.445,1,0.15,5.18,1.0,2.2258
2019-08-17,25.25,86.5,7.541162967681885,STN_KOS_02,Kosi Baltara Station,39.94,40.13,40.27,-0.004735,105.0,1548.5,0.175,0.301,0,7.54,7.7,0.0,3.2334
2019-08-18,25.25,86.5,0.7430742383003235,STN_KOS_02,Kosi Baltara Station,40.33,39.94,40.13,0.009765,105.0,1548.5,0.297,0.359,0,8.28,8.28,0.0,3.4698
2019-08-19,25.25,86.5,1.863703727722168,STN_KOS_02,Kosi Baltara Station,40.52,40.33,39.94,0.004711,105.0,1548.5,0.277,0.927,0,2.61,10.15,0.0,4.2163
2019-08-20,25.25,86.5,0.0,STN_KOS_02,Kosi Baltara Station,40.3,40.52,40.33,-0.005429,105.0,1548.5,0.422,0.589,0,1.86,2.61,1.0,1.1972
2019-08-21,25.25,86.5,0.0,STN_KOS_02,Kosi Baltara Station,40.71,40.3,40.52,0.010174,105.0,1548.5,0.53,0.371,0,0.0,1.86,2.0,0.9019
2019-08-22,25.25,86.5,0.0,STN_KOS_02,Kosi Baltara Station,40.88,40.71,40.3,0.004176,105.0,1548.5,0.664,0.546,1,0.0,0.0,3.0,0.1561
2019-08-23,25.25,86.5,0.0,STN_KOS_02,Kosi Baltara Station,41.25,40.88,40.71,0.009051,105.0,1548.5,0.738,0.497,1,0.0,0.0,4.0,0.1576
2019-08-24,25.25,86.5,20.38423156738281,STN_KOS_02,Kosi Baltara Station,41.56,41.25,40.88,0.007515,105.0,1548.5,0.551,0.953,0,20.38,20.38,0.0,8.3091
2019-08-25,25.25,86.5,16.295129776000977,STN_KOS_02,Kosi Baltara Station,41.27,41.56,41.25,-0.006978,105.0,1548.5,0.794,0.604,1,36.68,36.68,0.0,14.8248
2019-08-26,25.25,86.5,0.0,STN_KOS_02,Kosi Baltara Station,41.1,41.27,41.56,-0.004119,105.0,1548.5,0.74,0.922,1,16.3,36.68,1.0,14.8256
2019-08-27,25.25,86.5,0.0,STN_KOS_02,Kosi Baltara Station,41.45,41.1,41.27,0.008516,105.0,1548.5,0.846,0.344,1,0.0,16.3,2.0,6.6774
2019-08-28,25.25,86.5,0.0,STN_KOS_02,Kosi Baltara Station,41.74,41.45,41.1,0.006996,105.0,1548.5,0.813,0.648,1,0.0,0.0,3.0,0.1569
2019-08-29,25.25,86.5,0.0,STN_KOS_02,Kosi Baltara Station,41.79,41.74,41.45,0.001198,105.0,1548.5,0.509,0.639,0,0.0,0.0,4.0,0.1552
2019-08-30,25.25,86.5,0.0,STN_KOS_02,Kosi Baltara Station,41.88,41.79,41.74,0.002154,105.0,1548.5,0.134,0.656,0,0.0,0.0,5.0,0.1555
2019-08-31,25.25,86.5,0.0,STN_KOS_02,Kosi Baltara Station,42.44,41.88,41.79,0.013372,105.0,1548.5,0.236,0.891,0,0.0,0.0,6.0,0.1589
2019-09-01,25.25,86.5,0.0,STN_KOS_02,Kosi Baltara Station,42.26,42.44,41.88,-0.004241,105.0,1548.5,0.619,0.466,0,0.0,0.0,7.0,0.1536
