latitude,longitude,population_density
24.9576,87.3384,1785.1
24.9576,87.3889,1604.0
24.9576,87.4394,1511.6
24.9576,87.4899,1402.2
24.9576,87.5404,1274.9
24.9576,87.5909,1214.4
24.9576,87.6414,1076.1
24.9576,87.6919,998.0
24.9576,87.7424,983.4
24.9576,87.7929,905.9
24.9576,87.8434,869.5
24.9576,87.8939,823.0
24.9576,87.9444,785.8
24.9576,87.9949,809.3
24.9576,88.0455,785.7
24.9576,88.096,755.8
24.9576,88.1465,701.3
24.9576,88.197,707.0
24.9576,88.2475,670.0
24.9576,88.298,631.0
24.9576,88.3485,680.8
24.9576,88.399,603.4
24.9576,88.4495,654.6
24.9576,88.5,601.7
25.0085,83.5,534.0
25.0085,83.5505,571.6
25.0085,83.601,608.6
25.0085,83.6515,609.4
25.0085,83.702,629.2
25.0085,83.7525,633.4
25.0085,83.803,654.5
25.0085,83.8535,688.3
25.0085,83.904,664.7
25.0085,83.9545,711.9
25.0085,84.0051,722.7
25.0085,84.0556,821.1
25.0085,84.1061,860.1
25.0085,84.1566,836.5
25.0085,84.2071,945.6
25.0085,84.2576,1027.1
25.0085,84.3081,1040.5
25.0085,84.3586,1154.7
25.0085,84.4091,1277.1
25.0085,84.4596,1313.7
25.0085,84.5101,1487.7
25.0085,84.5606,1591.2
25.0085,84.6111,1792.1
25.0085,84.6616,1961.4
25.0085,84.7121,2138.0
25.0085,84.7626,2288.1
25.0085,84.8131,2508.1
25.0085,84.8636,2683.6
25.0085,84.9141,2786.6
25.0085,84.9646,2917.4
25.0085,85.0152,2869.9
25.0085,85.0657,2852.7
25.0085,85.1162,2697.5
25.0085,85.1667,2522.0
25.0085,85.2172,2332.4
25.0085,85.2677,2192.5
25.0085,85.3182,1981.0
25.0085,85.3687,1840.6
25.0085,85.4192,1631.1
25.0085,85.4697,1509.5
25.0085,85.5202,1400.8
25.0085,85.5707,1308.4
25.0085,85.6212,1171.2
25.0085,85.6717,1108.1
25.0085,85.7222,1052.0
25.0085,85.7727,963.0
25.0085,85.8232,873.4
25.0085,85.8737,805.2
25.0085,85.9242,828.0
25.0085,85.9747,720.9
25.0085,86.0253,787.0
25.0085,86.0758,798.1
25.0085,86.1263,875.2
25.0085,86.1768,914.8
25.0085,86.2273,988.9
25.0085,86.2778,1003.4
25.0085,86.3283,1112.4
25.0085,86.3788,1169.2
25.0085,86.4293,1272.9
25.0085,86.4798,1394.7
25.0085,86.5303,1537.8
25.0085,86.5808,1684.2
25.0085,86.6313,1818.7
25.0085,86.6818,1955.4
25.0085,86.7323,2130.8
25.0085,86.7828,2335.9
25.0085,86.8333,2470.8
25.0085,86.8838,2615.7
25.0085,86.9343,2750.9
25.0085,86.9848,2802.0
25.0085,87.0354,2788.3
25.0085,87.0859,2701.0
25.0085,87.1364,2551.7
25.0085,87.1869,2384.6
25.0085,87.2374,2283.9
25.0085,87.2879,2060.3
25.0085,87.3384,1885.4
25.0085,87.3889,1749.2
25.0085,87.4394,1566.2
25.0085,87.4899,1492.9
25.0085,87.5404,1361.8
25.0085,87.5909,1201.2
25.0085,87.6414,1134.7
25.0085,87.6919,1089.9
25.0085,87.7424,1023.4
25.0085,87.7929,922.2
25.0085,87.8434,907.9
25.0085,87.8939,846.4
25.0085,87.9444,885.9
25.0085,87.9949,798.8
25.0085,88.0455,829.7
25.0085,88.096,781.1
25.0085,88.1465,753.7
25.0085,88.197,723.3
25.0085,88.2475,679.3
25.0085,88.298,655.0
25.0085,88.3485,640.0
25.0085,88.399,620.4
25.0085,88.4495,652.3
25.0085,88.5,603.8
25.0593,83.5,522.5
25.0593,83.5505,604.2
25.0593,83.601,607.5
25.0593,83.6515,622.7
25.0593,83.702,641.5
25.0593,83.7525,591.3
25.0593,83.803,626.9
25.0593,83.8535,676.2
25.0593,83.904,694.7
25.0593,83.9545,678.2
25.0593,84.0051,762.0
25.0593,84.0556,750.0
25.0593,84.1061,790.3
25.0593,84.1566,861.5
25.0593,84.2071,918.7
25.0593,84.2576,977.6
25.0593,84.3081,1006.7
25.0593,84.3586,1146.8
25.0593,84.4091,1185.0
25.0593,84.4596,1272.0
25.0593,84.5101,1442.1
25.0593,84.5606,1568.6
25.0593,84.6111,1693.7
25.0593,84.6616,1832.7
25.0593,84.7121,1971.4
25.0593,84.7626,2117.5
25.0593,84.8131,2230.8
25.0593,84.8636,2392.1
25.0593,84.9141,2496.4
25.0593,84.9646,2551.7
25.0593,85.0152,2600.0
25.0593,85.0657,2537.8
25.0593,85.1162,2413.0
25.0593,85.1667,2298.2
25.0593,85.2172,2189.3
25.0593,85.2677,1986.8
25.0593,85.3182,1895.7
25.0593,85.3687,1720.5
25.0593,85.4192,1582.3
25.0593,85.4697,1465.4
25.0593,85.5202,1370.0
25.0593,85.5707,1229.4
25.0593,85.6212,1164.5
25.0593,85.6717,1074.4
25.0593,85.7222,978.8
25.0593,85.7727,964.6
25.0593,85.8232,902.6
25.0593,85.8737,843.4
25.0593,85.9242,821.8
25.0593,85.9747,789.6
25.0593,86.0253,786.0
25.0593,86.0758,832.2
25.0593,86.1263,867.4
25.0593,86.1768,919.4
25.0593,86.2273,975.6
25.0593,86.2778,1056.5
25.0593,86.3283,1089.4
25.0593,86.3788,1239.1
25.0593,86.4293,1343.4
25.0593,86.4798,1395.4
25.0593,86.5303,1594.5
25.0593,86.5808,1691.6
25.0593,86.6313,1879.2
25.0593,86.6818,2101.4
25.0593,86.7323,2261.3
25.0593,86.7828,2533.0
25.0593,86.8333,2756.0
25.0593,86.8838,2936.6
25.0593,86.9343,3058.7
25.0593,86.9848,3163.6
25.0593,87.0354,3168.7
25.0593,87.0859,3079.4
25.0593,87.1364,2867.4
25.0593,87.1869,2622.1
25.0593,87.2374,2429.6
25.0593,87.2879,2207.2
25.0593,87.3384,2026.3
25.0593,87.3889,1790.2
25.0593,87.4394,1678.9
25.0593,87.4899,1515.6
25.0593,87.5404,1420.5
25.0593,87.5909,1257.3
25.0593,87.6414,1181.0
25.0593,87.6919,1117.8
25.0593,87.7424,979.7
25.0593,87.7929,1018.7
25.0593,87.8434,969.0
25.0593,87.8939,888.5
25.0593,87.9444,875.7
25.0593,87.9949,877.1
25.0593,88.0455,795.4
25.0593,88.096,807.2
25.0593,88.1465,760.4
25.0593,88.197,756.1
25.0593,88.2475,685.6
25.0593,88.298,728.9
25.0593,88.3485,716.2
25.0593,88.399,696.7
25.0593,88.4495,661.7
25.0593,88.5,596.4
25.1102,83.5,576.9
25.1102,83.5505,526.7
25.1102,83.601,536.3
25.1102,83.6515,571.7
25.1102,83.702,597.8
25.1102,83.7525,635.2
25.1102,83.803,645.2
25.1102,83.8535,645.7
25.1102,83.904,654.3
25.1102,83.9545,737.7
25.1102,84.0051,721.2
25.1102,84.0556,756.6
25.1102,84.1061,771.6
25.1102,84.1566,865.4
25.1102,84.2071,906.5
25.1102,84.2576,924.3
25.1102,84.3081,976.1
25.1102,84.3586,1094.8
25.1102,84.4091,1172.0
25.1102,84.4596,1229.7
25.1102,84.5101,1381.4
25.1102,84.5606,1424.0
25.1102,84.6111,1561.6
25.1102,84.6616,1724.5
25.1102,84.7121,1808.7
25.1102,84.7626,1952.1
25.1102,84.8131,2052.1
25.1102,84.8636,2146.9
25.1102,84.9141,2284.1
25.1102,84.9646,2285.5
25.1102,85.0152,2332.4
25.1102,85.0657,2247.1
25.1102,85.1162,2177.6
25.1102,85.1667,2066.9
25.1102,85.2172,2002.1
25.1102,85.2677,1855.3
25.1102,85.3182,1768.3
25.1102,85.3687,1612.9
25.1102,85.4192,1534.5
25.1102,85.4697,1361.7
25.1102,85.5202,1315.2
25.1102,85.5707,1221.6
25.1102,85.6212,1154.3
25.1102,85.6717,1096.8
25.1102,85.7222,1030.7
25.1102,85.7727,965.0
25.1102,85.8232,875.1
25.1102,85.8737,821.5
25.1102,85.9242,851.2
25.1102,85.9747,789.7
25.1102,86.0253,826.4
25.1102,86.0758,828.1
25.1102,86.1263,830.1
25.1102,86.1768,886.0
25.1102,86.2273,994.5
25.1102,86.2778,1047.4
25.1102,86.3283,1113.3
25.1102,86.3788,1233.4
25.1102,86.4293,1310.3
25.1102,86.4798,1479.1
25.1102,86.5303,1599.8
25.1102,86.5808,1808.2
25.1102,86.6313,1957.8
25.1102,86.6818,2182.2
25.1102,86.7323,2384.3
25.1102,86.7828,2649.8
25.1102,86.8333,2952.1
25.1102,86.8838,3233.9
25.1102,86.9343,3477.5
25.1102,86.9848,3580.9
25.1102,87.0354,3579.3
25.1102,87.0859,3413.3
25.1102,87.1364,3150.1
25.1102,87.1869,2812.1
25.1102,87.2374,2575.7
25.1102,87.2879,2293.8
25.1102,87.3384,2077.0
25.1102,87.3889,1933.6
25.1102,87.4394,1686.7
25.1102,87.4899,1557.6
25.1102,87.5404,1429.0
25.1102,87.5909,1315.1
25.1102,87.6414,1198.5
25.1102,87.6919,1076.5
25.1102,87.7424,1071.5
25.1102,87.7929,1053.1
25.1102,87.8434,982.8
25.1102,87.8939,966.7
25.1102,87.9444,904.0
25.1102,87.9949,870.8
25.1102,88.0455,860.6
25.1102,88.096,805.3
25.1102,88.1465,807.8
25.1102,88.197,787.4
25.1102,88.2475,768.3
25.1102,88.298,694.5
25.1102,88.3485,668.3
25.1102,88.399,641.9
25.1102,88.4495,665.0
25.1102,88.5,653.1
25.161,83.5,517.0
25.161,83.5505,597.5
25.161,83.601,536.1
25.161,83.6515,586.1
25.161,83.702,611.8
25.161,83.7525,638.9
25.161,83.803,642.5
25.161,83.8535,668.0
25.161,83.904,652.2
25.161,83.9545,714.3
25.161,84.0051,683.0
25.161,84.0556,779.4
25.161,84.1061,787.1
25.161,84.1566,848.9
25.161,84.2071,865.1
25.161,84.2576,931.6
25.161,84.3081,979.7
25.161,84.3586,1060.2
25.161,84.4091,1079.5
25.161,84.4596,1156.4
25.161,84.5101,1257.2
25.161,84.5606,1343.0
25.161,84.6111,1498.6
25.161,84.6616,1549.4
25.161,84.7121,1714.3
25.161,84.7626,1765.4
25.161,84.8131,1847.8
25.161,84.8636,1977.7
25.161,84.9141,2028.6
25.161,84.9646,2051.4
25.161,85.0152,2062.0
25.161,85.0657,2051.0
25.161,85.1162,1960.1
25.161,85.1667,1947.4
25.161,85.2172,1855.5
25.161,85.2677,1754.2
25.161,85.3182,1656.1
25.161,85.3687,1621.2
25.161,85.4192,1492.0
25.161,85.4697,1404.8
25.161,85.5202,1338.9
25.161,85.5707,1273.4
25.161,85.6212,1227.7
25.161,85.6717,1143.0
25.161,85.7222,1076.4
25.161,85.7727,988.8
25.161,85.8232,925.8
25.161,85.8737,876.8
25.161,85.9242,880.3
25.161,85.9747,771.9
25.161,86.0253,868.5
25.161,86.0758,877.0
25.161,86.1263,898.2
25.161,86.1768,953.8
25.161,86.2273,988.0
25.161,86.2778,1094.4
25.161,86.3283,1183.6
25.161,86.3788,1245.7
25.161,86.4293,1349.7
25.161,86.4798,1508.1
25.161,86.5303,1687.0
25.161,86.5808,1807.0
25.161,86.6313,2042.2
25.161,86.6818,2274.2
25.161,86.7323,2545.9
25.161,86.7828,2795.8
25.161,86.8333,3174.1
25.161,86.8838,3545.1
25.161,86.9343,3830.0
25.161,86.9848,4055.2
25.161,87.0354,4052.0
25.161,87.0859,3698.9
25.161,87.1364,3397.0
25.161,87.1869,3019.8
25.161,87.2374,2681.7
25.161,87.2879,2447.4
25.161,87.3384,2163.0
25.161,87.3889,1949.3
25.161,87.4394,1745.5
25.161,87.4899,1597.6
25.161,87.5404,1418.3
25.161,87.5909,1310.6
25.161,87.6414,1275.8
25.161,87.6919,1186.9
25.161,87.7424,1181.5
25.161,87.7929,1113.9
25.161,87.8434,1106.4
25.161,87.8939,1010.6
25.161,87.9444,1033.4
25.161,87.9949,948.7
25.161,88.0455,889.6
25.161,88.096,837.0
25.161,88.1465,807.6
25.161,88.197,801.1
25.161,88.2475,754.7
25.161,88.298,765.0
25.161,88.3485,706.7
25.161,88.399,668.2
25.161,88.4495,676.1
25.161,88.5,663.9
25.2119,83.5,525.8
25.2119,83.5505,533.7
25.2119,83.601,532.1
25.2119,83.6515,598.3
25.2119,83.702,604.2
25.2119,83.7525,602.5
25.2119,83.803,647.3
25.2119,83.8535,661.7
25.2119,83.904,663.9
25.2119,83.9545,709.1
25.2119,84.0051,681.7
25.2119,84.0556,703.2
25.2119,84.1061,748.7
25.2119,84.1566,768.7
25.2119,84.2071,848.2
25.2119,84.2576,927.3
25.2119,84.3081,907.4
25.2119,84.3586,971.7
25.2119,84.4091,1061.5
25.2119,84.4596,1169.4
25.2119,84.5101,1194.9
25.2119,84.5606,1290.1
25.2119,84.6111,1336.8
25.2119,84.6616,1431.6
25.2119,84.7121,1584.8
25.2119,84.7626,1665.9
25.2119,84.8131,1664.6
25.2119,84.8636,1804.0
25.2119,84.9141,1826.4
25.2119,84.9646,1913.3
25.2119,85.0152,1951.3
25.2119,85.0657,2005.3
25.2119,85.1162,2025.6
25.2119,85.1667,2033.2
25.2119,85.2172,1956.1
25.2119,85.2677,1887.6
25.2119,85.3182,1830.9
25.2119,85.3687,1770.5
25.2119,85.4192,1631.0
25.2119,85.4697,1567.0
25.2119,85.5202,1490.4
25.2119,85.5707,1323.9
25.2119,85.6212,1279.4
25.2119,85.6717,1177.0
25.2119,85.7222,1133.9
25.2119,85.7727,1008.6
25.2119,85.8232,986.8
25.2119,85.8737,941.9
25.2119,85.9242,900.1
25.2119,85.9747,858.0
25.2119,86.0253,878.5
25.2119,86.0758,925.2
25.2119,86.1263,983.5
25.2119,86.1768,998.5
25.2119,86.2273,993.9
25.2119,86.2778,1105.1
25.2119,86.3283,1174.3
25.2119,86.3788,1275.5
25.2119,86.4293,1356.7
25.2119,86.4798,1528.4
25.2119,86.5303,1664.6
25.2119,86.5808,1866.9
25.2119,86.6313,2033.1
25.2119,86.6818,2319.2
25.2119,86.7323,2625.6
25.2119,86.7828,2870.9
25.2119,86.8333,3314.6
25.2119,86.8838,3690.8
25.2119,86.9343,4198.9
25.2119,86.9848,4629.9
25.2119,87.0354,4460.4
25.2119,87.0859,3995.2
25.2119,87.1364,3553.3
25.2119,87.1869,3114.9
25.2119,87.2374,2759.2
25.2119,87.2879,2482.6
25.2119,87.3384,2230.3
25.2119,87.3889,1998.1
25.2119,87.4394,1802.8
25.2119,87.4899,1602.3
25.2119,87.5404,1484.3
25.2119,87.5909,1349.8
25.2119,87.6414,1352.2
25.2119,87.6919,1269.4
25.2119,87.7424,1249.0
25.2119,87.7929,1202.3
25.2119,87.8434,1152.3
25.2119,87.8939,1123.1
25.2119,87.9444,1046.0
25.2119,87.9949,999.9
25.2119,88.0455,934.5
25.2119,88.096,899.7
25.2119,88.1465,845.5
25.2119,88.197,793.9
25.2119,88.2475,800.4
25.2119,88.298,773.0
25.2119,88.3485,739.6
25.2119,88.399,700.5
25.2119,88.4495,670.0
25.2119,88.5,687.4
25.2627,83.5,558.4
25.2627,83.5505,560.3
25.2627,83.601,529.5
25.2627,83.6515,563.2
25.2627,83.702,577.3
25.2627,83.7525,591.4
25.2627,83.803,620.3
25.2627,83.8535,632.8
25.2627,83.904,657.3
25.2627,83.9545,690.8
25.2627,84.0051,718.4
25.2627,84.0556,737.6
25.2627,84.1061,786.7
25.2627,84.1566,745.6
25.2627,84.2071,797.6
25.2627,84.2576,824.6
25.2627,84.3081,922.4
25.2627,84.3586,993.7
25.2627,84.4091,997.4
25.2627,84.4596,1112.7
25.2627,84.5101,1108.2
25.2627,84.5606,1246.6
25.2627,84.6111,1271.0
25.2627,84.6616,1347.5
25.2627,84.7121,1486.5
25.2627,84.7626,1583.9
25.2627,84.8131,1707.3
25.2627,84.8636,1832.3
25.2627,84.9141,1992.2
25.2627,84.9646,2081.5
25.2627,85.0152,2155.3
25.2627,85.0657,2243.9
25.2627,85.1162,2282.3
25.2627,85.1667,2238.0
25.2627,85.2172,2202.9
25.2627,85.2677,2101.4
25.2627,85.3182,2004.7
25.2627,85.3687,1928.9
25.2627,85.4192,1766.6
25.2627,85.4697,1671.2
25.2627,85.5202,1566.9
25.2627,85.5707,1406.2
25.2627,85.6212,1338.7
25.2627,85.6717,1218.2
25.2627,85.7222,1188.1
25.2627,85.7727,1071.8
25.2627,85.8232,1027.9
25.2627,85.8737,945.5
25.2627,85.9242,850.1
25.2627,85.9747,891.1
25.2627,86.0253,957.5
25.2627,86.0758,972.7
25.2627,86.1263,1035.2
25.2627,86.1768,1086.5
25.2627,86.2273,1080.3
25.2627,86.2778,1124.3
25.2627,86.3283,1199.1
25.2627,86.3788,1254.7
25.2627,86.4293,1407.2
25.2627,86.4798,1548.5
25.2627,86.5303,1662.4
25.2627,86.5808,1835.1
25.2627,86.6313,2088.7
25.2627,86.6818,2290.8
25.2627,86.7323,2614.5
25.2627,86.7828,2905.3
25.2627,86.8333,3296.3
25.2627,86.8838,3676.5
25.2627,86.9343,4199.7
25.2627,86.9848,4658.5
25.2627,87.0354,4497.8
25.2627,87.0859,3964.9
25.2627,87.1364,3550.6
25.2627,87.1869,3157.1
25.2627,87.2374,2754.1
25.2627,87.2879,2439.6
25.2627,87.3384,2169.5
25.2627,87.3889,1989.9
25.2627,87.4394,1788.7
25.2627,87.4899,1612.1
25.2627,87.5404,1520.2
25.2627,87.5909,1505.5
25.2627,87.6414,1482.1
25.2627,87.6919,1424.8
25.2627,87.7424,1407.4
25.2627,87.7929,1278.2
25.2627,87.8434,1259.6
25.2627,87.8939,1172.9
25.2627,87.9444,1112.8
25.2627,87.9949,1076.4
25.2627,88.0455,1018.1
25.2627,88.096,989.6
25.2627,88.1465,872.1
25.2627,88.197,825.8
25.2627,88.2475,835.1
25.2627,88.298,787.0
25.2627,88.3485,729.9
25.2627,88.399,685.0
25.2627,88.4495,659.4
25.2627,88.5,700.8
25.3136,83.5,539.0
25.3136,83.5505,555.5
25.3136,83.601,554.1
25.3136,83.6515,570.9
25.3136,83.702,554.9
25.3136,83.7525,597.9
25.3136,83.803,573.1
25.3136,83.8535,646.9
25.3136,83.904,618.7
25.3136,83.9545,662.6
25.3136,84.0051,711.6
25.3136,84.0556,717.8
25.3136,84.1061,735.8
25.3136,84.1566,749.8
25.3136,84.2071,784.6
25.3136,84.2576,849.3
25.3136,84.3081,917.3
25.3136,84.3586,945.9
25.3136,84.4091,1000.3
25.3136,84.4596,1085.2
25.3136,84.5101,1144.4
25.3136,84.5606,1202.4
25.3136,84.6111,1343.8
25.3136,84.6616,1488.0
25.3136,84.7121,1549.3
25.3136,84.7626,1725.0
25.3136,84.8131,1829.5
25.3136,84.8636,2005.6
25.3136,84.9141,2119.7
25.3136,84.9646,2288.8
25.3136,85.0152,2433.7
25.3136,85.0657,2487.8
25.3136,85.1162,2553.8
25.3136,85.1667,2552.2
25.3136,85.2172,2500.0
25.3136,85.2677,2340.9
25.3136,85.3182,2222.8
25.3136,85.3687,2057.2
25.3136,85.4192,1974.2
25.3136,85.4697,1821.7
25.3136,85.5202,1650.9
25.3136,85.5707,1545.2
25.3136,85.6212,1400.8
25.3136,85.6717,1301.6
25.3136,85.7222,1162.5
25.3136,85.7727,1130.0
25.3136,85.8232,1003.7
25.3136,85.8737,992.4
25.3136,85.9242,934.6
25.3136,85.9747,936.3
25.3136,86.0253,929.7
25.3136,86.0758,1001.4
25.3136,86.1263,1051.0
25.3136,86.1768,1113.4
25.3136,86.2273,1146.9
25.3136,86.2778,1269.6
25.3136,86.3283,1291.3
25.3136,86.3788,1319.5
25.3136,86.4293,1368.5
25.3136,86.4798,1498.8
25.3136,86.5303,1664.9
25.3136,86.5808,1835.1
25.3136,86.6313,2070.7
25.3136,86.6818,2269.8
25.3136,86.7323,2575.3
25.3136,86.7828,2865.3
25.3136,86.8333,3150.7
25.3136,86.8838,3572.6
25.3136,86.9343,3864.5
25.3136,86.9848,4156.4
25.3136,87.0354,4054.5
25.3136,87.0859,3788.0
25.3136,87.1364,3419.8
25.3136,87.1869,3059.7
25.3136,87.2374,2735.5
25.3136,87.2879,2409.8
25.3136,87.3384,2139.6
25.3136,87.3889,1944.7
25.3136,87.4394,1734.0
25.3136,87.4899,1735.4
25.3136,87.5404,1690.4
25.3136,87.5909,1705.7
25.3136,87.6414,1628.7
25.3136,87.6919,1581.3
25.3136,87.7424,1456.1
25.3136,87.7929,1439.8
25.3136,87.8434,1368.3
25.3136,87.8939,1258.0
25.3136,87.9444,1194.5
25.3136,87.9949,1137.8
25.3136,88.0455,1025.8
25.3136,88.096,992.2
25.3136,88.1465,929.0
25.3136,88.197,859.1
25.3136,88.2475,831.8
25.3136,88.298,767.5
25.3136,88.3485,728.0
25.3136,88.399,704.6
25.3136,88.4495,742.3
25.3136,88.5,684.0
25.3644,83.5,608.5
25.3644,83.5505,572.7
25.3644,83.601,570.3
25.3644,83.6515,593.4
25.3644,83.702,596.0
25.3644,83.7525,577.5
25.3644,83.803,628.7
25.3644,83.8535,603.3
25.3644,83.904,644.0
25.3644,83.9545,661.0
25.3644,84.0051,641.8
25.3644,84.0556,660.3
25.3644,84.1061,747.5
25.3644,84.1566,755.8
25.3644,84.2071,762.7
25.3644,84.2576,882.4
25.3644,84.3081,858.7
25.3644,84.3586,968.4
25.3644,84.4091,1058.6
25.3644,84.4596,1075.5
25.3644,84.5101,1154.8
25.3644,84.5606,1251.8
25.3644,84.6111,1377.8
25.3644,84.6616,1487.0
25.3644,84.7121,1674.0
25.3644,84.7626,1778.0
25.3644,84.8131,1981.8
25.3644,84.8636,2199.7
25.3644,84.9141,2369.2
25.3644,84.9646,2532.9
25.3644,85.0152,2667.7
25.3644,85.0657,2812.0
25.3644,85.1162,2861.3
25.3644,85.1667,2836.2
25.3644,85.2172,2725.3
25.3644,85.2677,2645.8
25.3644,85.3182,2439.9
25.3644,85.3687,2236.3
25.3644,85.4192,2067.4
25.3644,85.4697,1896.7
25.3644,85.5202,1767.7
25.3644,85.5707,1612.4
25.3644,85.6212,1482.0
25.3644,85.6717,1302.4
25.3644,85.7222,1229.2
25.3644,85.7727,1141.2
25.3644,85.8232,1022.1
25.3644,85.8737,969.2
25.3644,85.9242,997.2
25.3644,85.9747,943.0
25.3644,86.0253,1017.5
25.3644,86.0758,1050.1
25.3644,86.1263,1095.6
25.3644,86.1768,1178.4
25.3644,86.2273,1303.2
25.3644,86.2778,1355.3
25.3644,86.3283,1431.9
25.3644,86.3788,1453.5
25.3644,86.4293,1475.3
25.3644,86.4798,1552.0
25.3644,86.5303,1619.1
25.3644,86.5808,1817.7
25.3644,86.6313,1948.3
25.3644,86.6818,2194.5
25.3644,86.7323,2408.2
25.3644,86.7828,2687.1
25.3644,86.8333,3003.0
25.3644,86.8838,3265.1
25.3644,86.9343,3500.7
25.3644,86.9848,3637.2
25.3644,87.0354,3606.5
25.3644,87.0859,3444.6
25.3644,87.1364,3187.0
25.3644,87.1869,2905.9
25.3644,87.2374,2615.5
25.3644,87.2879,2322.1
25.3644,87.3384,2121.5
25.3644,87.3889,1896.4
25.3644,87.4394,1888.1
25.3644,87.4899,1937.6
25.3644,87.5404,1851.1
25.3644,87.5909,1875.1
25.3644,87.6414,1775.8
25.3644,87.6919,1711.9
25.3644,87.7424,1626.9
25.3644,87.7929,1554.7
25.3644,87.8434,1442.3
25.3644,87.8939,1350.9
25.3644,87.9444,1221.6
25.3644,87.9949,1177.6
25.3644,88.0455,1074.1
25.3644,88.096,1053.2
25.3644,88.1465,973.6
25.3644,88.197,931.5
25.3644,88.2475,830.7
25.3644,88.298,789.8
25.3644,88.3485,800.8
25.3644,88.399,714.3
25.3644,88.4495,683.3
25.3644,88.5,651.4
25.4153,83.5,616.0
25.4153,83.5505,606.3
25.4153,83.601,584.0
25.4153,83.6515,588.2
25.4153,83.702,601.7
25.4153,83.7525,645.3
25.4153,83.803,646.0
25.4153,83.8535,617.9
25.4153,83.904,627.1
25.4153,83.9545,631.0
25.4153,84.0051,686.8
25.4153,84.0556,721.8
25.4153,84.1061,712.6
25.4153,84.1566,728.4
25.4153,84.2071,773.9
25.4153,84.2576,891.6
25.4153,84.3081,891.5
25.4153,84.3586,991.2
25.4153,84.4091,1050.4
25.4153,84.4596,1112.2
25.4153,84.5101,1191.0
25.4153,84.5606,1290.4
25.4153,84.6111,1450.7
25.4153,84.6616,1600.6
25.4153,84.7121,1745.1
25.4153,84.7626,1909.8
25.4153,84.8131,2063.7
25.4153,84.8636,2348.5
25.4153,84.9141,2559.1
25.4153,84.9646,2746.5
25.4153,85.0152,3014.4
25.4153,85.0657,3151.5
25.4153,85.1162,3233.7
25.4153,85.1667,3221.7
25.4153,85.2172,3100.7
25.4153,85.2677,2895.8
25.4153,85.3182,2630.8
25.4153,85.3687,2419.7
25.4153,85.4192,2248.0
25.4153,85.4697,1988.7
25.4153,85.5202,1816.2
25.4153,85.5707,1655.9
25.4153,85.6212,1509.7
25.4153,85.6717,1394.0
25.4153,85.7222,1306.4
25.4153,85.7727,1150.3
25.4153,85.8232,1053.3
25.4153,85.8737,1026.5
25.4153,85.9242,1081.8
25.4153,85.9747,1057.2
25.4153,86.0253,1047.1
25.4153,86.0758,1156.5
25.4153,86.1263,1231.9
25.4153,86.1768,1306.5
25.4153,86.2273,1390.9
25.4153,86.2778,1417.2
25.4153,86.3283,1535.5
25.4153,86.3788,1585.4
25.4153,86.4293,1681.1
25.4153,86.4798,1724.9
25.4153,86.5303,1765.5
25.4153,86.5808,1773.9
25.4153,86.6313,1876.0
25.4153,86.6818,2097.5
25.4153,86.7323,2342.7
25.4153,86.7828,2562.4
25.4153,86.8333,2718.3
25.4153,86.8838,2941.0
25.4153,86.9343,3106.8
25.4153,86.9848,3240.4
25.4153,87.0354,3225.5
25.4153,87.0859,3053.7
25.4153,87.1364,2886.5
25.4153,87.1869,2691.6
25.4153,87.2374,2455.4
25.4153,87.2879,2221.3
25.4153,87.3384,2033.8
25.4153,87.3889,2091.7
25.4153,87.4394,2110.8
25.4153,87.4899,2135.8
25.4153,87.5404,2116.3
25.4153,87.5909,2072.1
25.4153,87.6414,1970.8
25.4153,87.6919,1882.3
25.4153,87.7424,1726.5
25.4153,87.7929,1639.7
25.4153,87.8434,1493.7
25.4153,87.8939,1407.2
25.4153,87.9444,1346.3
25.4153,87.9949,1275.6
25.4153,88.0455,1120.1
25.4153,88.096,1068.1
25.4153,88.1465,1031.5
25.4153,88.197,922.5
25.4153,88.2475,896.0
25.4153,88.298,861.8
25.4153,88.3485,809.6
25.4153,88.399,737.6
25.4153,88.4495,717.8
25.4153,88.5,722.9
25.4661,83.5,592.8
25.4661,83.5505,557.9
25.4661,83.601,628.0
25.4661,83.6515,580.1
25.4661,83.702,647.6
25.4661,83.7525,615.3
25.4661,83.803,687.3
25.4661,83.8535,651.8
25.4661,83.904,660.4
25.4661,83.9545,657.9
25.4661,84.0051,682.0
25.4661,84.0556,738.7
25.4661,84.1061,776.0
25.4661,84.1566,762.1
25.4661,84.2071,810.5
25.4661,84.2576,880.7
25.4661,84.3081,949.5
25.4661,84.3586,990.2
25.4661,84.4091,1047.9
25.4661,84.4596,1134.6
25.4661,84.5101,1254.9
25.4661,84.5606,1311.7
25.4661,84.6111,1489.6
25.4661,84.6616,1615.7
25.4661,84.7121,1818.9
25.4661,84.7626,1953.8
25.4661,84.8131,2209.4
25.4661,84.8636,2442.5
25.4661,84.9141,2721.3
25.4661,84.9646,2958.8
25.4661,85.0152,3283.4
25.4661,85.0657,3524.7
25.4661,85.1162,3656.4
25.4661,85.1667,3619.2
25.4661,85.2172,3433.1
25.4661,85.2677,3175.3
25.4661,85.3182,2845.6
25.4661,85.3687,2613.0
25.4661,85.4192,2331.4
25.4661,85.4697,2067.7
25.4661,85.5202,1861.7
25.4661,85.5707,1703.4
25.4661,85.6212,1581.1
25.4661,85.6717,1436.4
25.4661,85.7222,1321.9
