date,latitude,longitude,ndwi,soil_saturation,flooded
2019-05-15,26.75,86.0,0.28,0.306,0
2019-05-15,26.75,86.25,0.604,0.501,0
2019-05-15,26.75,86.5,0.72,0.584,1
2019-05-15,26.75,86.75,0.605,0.744,0
2019-05-15,26.75,87.0,0.718,0.569,1
2019-05-15,26.75,87.25,0.398,0.863,0
2019-05-15,26.75,87.5,0.217,0.751,0
2019-05-15,26.75,87.75,0.653,0.536,1
2019-05-15,26.75,88.0,0.37,0.833,0
2019-05-15,26.75,88.25,0.603,0.506,0
2019-05-15,26.75,88.5,0.303,0.343,0
2019-05-15,27.0,83.5,0.161,0.417,0
2019-05-15,27.0,83.75,0.844,0.302,1
2019-05-15,27.0,84.0,0.217,0.866,0
2019-05-15,27.0,84.25,0.841,0.726,1
2019-05-15,27.0,84.5,0.833,0.688,1
2019-05-15,27.0,84.75,0.695,0.75,1
2019-05-15,27.0,85.0,0.595,0.744,0
2019-05-15,27.0,85.25,0.533,0.685,0
2019-05-15,27.0,85.5,0.75,0.873,1
2019-05-15,27.0,85.75,0.317,0.6,0
2019-05-15,27.0,86.0,0.451,0.847,0
2019-05-15,27.0,86.25,0.565,0.835,0
2019-05-15,27.0,86.5,0.408,0.436,0
2019-05-15,27.0,86.75,0.421,0.609,0
2019-05-15,27.0,87.0,0.348,0.868,0
2019-05-15,27.0,87.25,0.523,0.865,0
2019-05-15,27.0,87.5,0.738,0.316,1
2019-05-15,27.0,87.75,0.251,0.452,0
2019-05-15,27.0,88.0,0.801,0.588,1
2019-05-15,27.0,88.25,0.617,0.332,0
2019-05-15,27.0,88.5,0.717,0.477,1
2019-05-15,27.25,83.5,0.517,0.476,0
2019-05-15,27.25,83.75,0.685,0.446,1
2019-05-15,27.25,84.0,0.112,0.57,0
2019-05-15,27.25,84.25,0.714,0.853,1
2019-05-15,27.25,84.5,0.13,0.466,0
2019-05-15,27.25,84.75,0.767,0.696,1
2019-05-15,27.25,85.0,0.844,0.679,1
2019-05-15,27.25,85.25,0.321,0.856,0
2019-05-15,27.25,85.5,0.258,0.568,0
2019-05-15,27.25,85.75,0.674,0.452,1
2019-05-15,27.25,86.0,0.29,0.906,0
2019-05-15,27.25,86.25,0.749,0.866,1
2019-05-15,27.25,86.5,0.177,0.723,0
2019-05-15,27.25,86.75,0.194,0.363,0
2019-05-15,27.25,87.0,0.834,0.311,1
2019-05-15,27.25,87.25,0.605,0.424,0
2019-05-15,27.25,87.5,0.735,0.434,1
2019-05-15,27.25,87.75,0.343,0.393,0
2019-05-15,27.25,88.0,0.607,0.478,0
2019-05-15,27.25,88.25,0.546,0.53,0
2019-05-15,27.25,88.5,0.552,0.813,0
2019-05-15,27.5,83.5,0.612,0.782,0
2019-05-15,27.5,83.75,0.532,0.371,0
2019-05-15,27.5,84.0,0.422,0.964,0
2019-05-15,27.5,84.25,0.307,0.811,0
2019-05-15,27.5,84.5,0.676,0.411,1
2019-05-15,27.5,84.75,0.27,0.385,0
2019-05-15,27.5,85.0,0.619,0.36,0
2019-05-15,27.5,85.25,0.275,0.798,0
2019-05-15,27.5,85.5,0.569,0.461,0
2019-05-15,27.5,85.75,0.66,0.35,1
2019-05-15,27.5,86.0,0.264,0.587,0
2019-05-15,27.5,86.25,0.145,0.782,0
2019-05-15,27.5,86.5,0.198,0.507,0
2019-05-15,27.5,86.75,0.554,0.628,0
2019-05-15,27.5,87.0,0.737,0.431,1
2019-05-15,27.5,87.25,0.134,0.592,0
2019-05-15,27.5,87.5,0.651,0.544,1
2019-05-15,27.5,87.75,0.356,0.595,0
2019-05-15,27.5,88.0,0.459,0.617,0
2019-05-15,27.5,88.25,0.797,0.363,1
2019-05-15,27.5,88.5,0.349,0.363,0
2019-05-16,24.5,83.5,0.449,0.477,0
2019-05-16,24.5,83.75,0.11,0.379,0
2019-05-16,24.5,84.0,0.161,0.472,0
2019-05-16,24.5,84.25,0.294,0.317,0
2019-05-16,24.5,84.5,0.121,0.539,0
2019-05-16,24.5,84.75,0.574,0.445,0
2019-05-16,24.5,85.0,0.42,0.907,0
2019-05-16,24.5,85.25,0.511,0.884,0
2019-05-16,24.5,85.5,0.231,0.504,0
2019-05-16,24.5,85.75,0.322,0.623,0
2019-05-16,24.5,86.0,0.598,0.95,0
2019-05-16,24.5,86.25,0.824,0.656,1
2019-05-16,24.5,86.5,0.138,0.877,0
2019-05-16,24.5,86.75,0.768,0.862,1
2019-05-16,24.5,87.0,0.533,0.94,0
2019-05-16,24.5,87.25,0.523,0.508,0
2019-05-16,24.5,87.5,0.475,0.33,0
2019-05-16,24.5,87.75,0.152,0.371,0
2019-05-16,24.5,88.0,0.167,0.688,0
2019-05-16,24.5,88.25,0.551,0.661,0
2019-05-16,24.5,88.5,0.356,0.503,0
2019-05-16,24.75,83.5,0.788,0.469,1
2019-05-16,24.75,83.75,0.405,0.782,0
2019-05-16,24.75,84.0,0.207,0.532,0
2019-05-16,24.75,84.25,0.636,0.711,0
2019-05-16,24.75,84.5,0.32,0.784,0
2019-05-16,24.75,84.75,0.494,0.593,0
2019-05-16,24.75,85.0,0.623,0.432,0
2019-05-16,24.75,85.25,0.775,0.885,1
2019-05-16,24.75,85.5,0.694,0.364,1
2019-05-16,24.75,85.75,0.607,0.864,0
2019-05-16,24.75,86.0,0.61,0.869,0
2019-05-16,24.75,86.25,0.809,0.688,1
2019-05-16,24.75,86.5,0.322,0.728,0
2019-05-16,24.75,86.75,0.101,0.543,0
2019-05-16,24.75,87.0,0.304,0.872,0
2019-05-16,24.75,87.25,0.263,0.479,0
2019-05-16,24.75,87.5,0.596,0.681,0
2019-05-16,24.75,87.75,0.575,0.301,0
2019-05-16,24.75,88.0,0.545,0.939,0
2019-05-16,24.75,88.25,0.112,0.945,0
2019-05-16,24.75,88.5,0.647,0.783,0
2019-05-16,25.0,83.5,0.343,0.588,0
2019-05-16,25.0,83.75,0.599,0.421,0
2019-05-16,25.0,84.0,0.517,0.635,0
2019-05-16,25.0,84.25,0.357,0.838,0
2019-05-16,25.0,84.5,0.201,0.712,0
2019-05-16,25.0,84.75,0.171,0.659,0
2019-05-16,25.0,85.0,0.724,0.878,1
2019-05-16,25.0,85.25,0.789,0.513,1
2019-05-16,25.0,85.5,0.587,0.885,0
2019-05-16,25.0,85.75,0.178,0.599,0
2019-05-16,25.0,86.0,0.402,0.302,0
2019-05-16,25.0,86.25,0.647,0.798,0
2019-05-16,25.0,86.5,0.685,0.897,1
2019-05-16,25.0,86.75,0.189,0.629,0
2019-05-16,25.0,87.0,0.1,0.609,0
2019-05-16,25.0,87.25,0.634,0.848,0
2019-05-16,25.0,87.5,0.367,0.902,0
2019-05-16,25.0,87.75,0.291,0.963,0
2019-05-16,25.0,88.0,0.11,0.535,0
2019-05-16,25.0,88.25,0.505,0.704,0
2019-05-16,25.0,88.5,0.738,0.86,1
2019-05-16,25.25,83.5,0.818,0.662,1
2019-05-16,25.25,83.75,0.524,0.614,0
2019-05-16,25.25,84.0,0.486,0.689,0
2019-05-16,25.25,84.25,0.164,0.543,0
2019-05-16,25.25,84.5,0.512,0.431,0
2019-05-16,25.25,84.75,0.385,0.345,0
2019-05-16,25.25,85.0,0.555,0.715,0
2019-05-16,25.25,85.25,0.392,0.558,0
2019-05-16,25.25,85.5,0.28,0.9,0
2019-05-16,25.25,85.75,0.171,0.452,0
2019-05-16,25.25,86.0,0.336,0.511,0
2019-05-16,25.25,86.25,0.172,0.96,0
2019-05-16,25.25,86.5,0.233,0.678,0
2019-05-16,25.25,86.75,0.841,0.536,1
2019-05-16,25.25,87.0,0.433,0.885,0
2019-05-16,25.25,87.25,0.499,0.805,0
2019-05-16,25.25,87.5,0.755,0.69,1
2019-05-16,25.25,87.75,0.847,0.905,1
2019-05-16,25.25,88.0,0.537,0.364,0
2019-05-16,25.25,88.25,0.709,0.568,1
2019-05-16,25.25,88.5,0.345,0.851,0
2019-05-16,25.5,83.5,0.329,0.562,0
2019-05-16,25.5,83.75,0.402,0.93,0
2019-05-16,25.5,84.0,0.604,0.404,0
2019-05-16,25.5,84.25,0.612,0.529,0
2019-05-16,25.5,84.5,0.336,0.59,0
2019-05-16,25.5,84.75,0.2,0.767,0
2019-05-16,25.5,85.0,0.574,0.433,0
2019-05-16,25.5,85.25,0.196,0.307,0
2019-05-16,25.5,85.5,0.534,0.964,0
2019-05-16,25.5,85.75,0.62,0.911,0
2019-05-16,25.5,86.0,0.625,0.504,0
2019-05-16,25.5,86.25,0.665,0.629,1
2019-05-16,25.5,86.5,0.755,0.632,1
2019-05-16,25.5,86.75,0.475,0.891,0
2019-05-16,25.5,87.0,0.648,0.706,0
2019-05-16,25.5,87.25,0.564,0.862,0
2019-05-16,25.5,87.5,0.24,0.92,0
2019-05-16,25.5,87.75,0.119,0.685,0
2019-05-16,25.5,88.0,0.313,0.494,0
2019-05-16,25.5,88.25,0.432,0.639,0
2019-05-16,25.5,88.5,0.563,0.879,0
2019-05-16,25.75,83.5,0.737,0.697,1
2019-05-16,25.75,83.75,0.247,0.909,0
2019-05-16,25.75,84.0,0.194,0.909,0
2019-05-16,25.75,84.25,0.823,0.554,1
2019-05-16,25.75,84.5,0.181,0.605,0
2019-05-16,25.75,84.75,0.459,0.761,0
2019-05-16,25.75,85.0,0.539,0.376,0
2019-05-16,25.75,85.25,0.506,0.617,0
2019-05-16,25.75,85.5,0.165,0.402,0
2019-05-16,25.75,85.75,0.143,0.877,0
2019-05-16,25.75,86.0,0.179,0.941,0
2019-05-16,25.75,86.25,0.539,0.396,0
2019-05-16,25.75,86.5,0.508,0.754,0
2019-05-16,25.75,86.75,0.275,0.733,0
2019-05-16,25.75,87.0,0.578,0.817,0
2019-05-16,25.75,87.25,0.715,0.773,1
2019-05-16,25.75,87.5,0.131,0.448,0
2019-05-16,25.75,87.75,0.474,0.498,0
2019-05-16,25.75,88.0,0.617,0.412,0
2019-05-16,25.75,88.25,0.289,0.926,0
2019-05-16,25.75,88.5,0.331,0.655,0
2019-05-16,26.0,83.5,0.56,0.964,0
2019-05-16,26.0,83.75,0.773,0.606,1
2019-05-16,26.0,84.0,0.707,0.676,1
2019-05-16,26.0,84.25,0.537,0.837,0
2019-05-16,26.0,84.5,0.648,0.842,0
2019-05-16,26.0,84.75,0.374,0.457,0
2019-05-16,26.0,85.0,0.581,0.496,0
2019-05-16,26.0,85.25,0.45,0.367,0
2019-05-16,26.0,85.5,0.242,0.848,0
2019-05-16,26.0,85.75,0.626,0.84,0
2019-05-16,26.0,86.0,0.517,0.355,0
2019-05-16,26.0,86.25,0.369,0.475,0
2019-05-16,26.0,86.5,0.784,0.606,1
2019-05-16,26.0,86.75,0.116,0.668,0
2019-05-16,26.0,87.0,0.337,0.655,0
2019-05-16,26.0,87.25,0.143,0.968,0
2019-05-16,26.0,87.5,0.675,0.82,1
2019-05-16,26.0,87.75,0.627,0.377,0
2019-05-16,26.0,88.0,0.349,0.5,0
2019-05-16,26.0,88.25,0.607,0.535,0
2019-05-16,26.0,88.5,0.397,0.514,0
2019-05-16,26.25,83.5,0.667,0.834,1
2019-05-16,26.25,83.75,0.441,0.545,0
2019-05-16,26.25,84.0,0.409,0.635,0
2019-05-16,26.25,84.25,0.801,0.663,1
2019-05-16,26.25,84.5,0.288,0.484,0
2019-05-16,26.25,84.75,0.19,0.519,0
2019-05-16,26.25,85.0,0.538,0.83,0
2019-05-16,26.25,85.25,0.827,0.889,1
2019-05-16,26.25,85.5,0.383,0.325,0
2019-05-16,26.25,85.75,0.147,0.712,0
2019-05-16,26.25,86.0,0.354,0.731,0
2019-05-16,26.25,86.25,0.479,0.801,0
2019-05-16,26.25,86.5,0.221,0.772,0
2019-05-16,26.25,86.75,0.594,0.897,0
2019-05-16,26.25,87.0,0.848,0.353,1
2019-05-16,26.25,87.25,0.439,0.564,0
2019-05-16,26.25,87.5,0.366,0.832,0
2019-05-16,26.25,87.75,0.401,0.876,0
2019-05-16,26.25,88.0,0.186,0.48,0
2019-05-16,26.25,88.25,0.762,0.698,1
2019-05-16,26.25,88.5,0.411,0.423,0
2019-05-16,26.5,83.5,0.39,0.879,0
2019-05-16,26.5,83.75,0.595,0.797,0
2019-05-16,26.5,84.0,0.432,0.451,0
2019-05-16,26.5,84.25,0.586,0.724,0
2019-05-16,26.5,84.5,0.146,0.646,0
2019-05-16,26.5,84.75,0.71,0.476,1
2019-05-16,26.5,85.0,0.805,0.907,1
2019-05-16,26.5,85.25,0.587,0.401,0
2019-05-16,26.5,85.5,0.816,0.618,1
2019-05-16,26.5,85.75,0.214,0.696,0
2019-05-16,26.5,86.0,0.458,0.86,0
2019-05-16,26.5,86.25,0.551,0.402,0
2019-05-16,26.5,86.5,0.536,0.714,0
2019-05-16,26.5,86.75,0.401,0.304,0
2019-05-16,26.5,87.0,0.354,0.859,0
2019-05-16,26.5,87.25,0.195,0.46,0
2019-05-16,26.5,87.5,0.394,0.79,0
2019-05-16,26.5,87.75,0.222,0.709,0
2019-05-16,26.5,88.0,0.651,0.334,1
2019-05-16,26.5,88.25,0.257,0.425,0
2019-05-16,26.5,88.5,0.144,0.482,0
2019-05-16,26.75,83.5,0.514,0.903,0
2019-05-16,26.75,83.75,0.546,0.627,0
2019-05-16,26.75,84.0,0.754,0.921,1
2019-05-16,26.75,84.25,0.533,0.332,0
2019-05-16,26.75,84.5,0.359,0.304,0
2019-05-16,26.75,84.75,0.702,0.945,1
2019-05-16,26.75,85.0,0.505,0.792,0
2019-05-16,26.75,85.25,0.159,0.833,0
2019-05-16,26.75,85.5,0.524,0.923,0
2019-05-16,26.75,85.75,0.781,0.969,1
2019-05-16,26.75,86.0,0.397,0.366,0
2019-05-16,26.75,86.25,0.322,0.408,0
2019-05-16,26.75,86.5,0.208,0.428,0
2019-05-16,26.75,86.75,0.214,0.857,0
2019-05-16,26.75,87.0,0.425,0.542,0
2019-05-16,26.75,87.25,0.547,0.703,0
2019-05-16,26.75,87.5,0.16,0.882,0
2019-05-16,26.75,87.75,0.805,0.765,1
2019-05-16,26.75,88.0,0.666,0.344,1
2019-05-16,26.75,88.25,0.54,0.603,0
2019-05-16,26.75,88.5,0.721,0.346,1
2019-05-16,27.0,83.5,0.16,0.626,0
2019-05-16,27.0,83.75,0.458,0.449,0
2019-05-16,27.0,84.0,0.573,0.301,0
2019-05-16,27.0,84.25,0.721,0.853,1
2019-05-16,27.0,84.5,0.688,0.959,1
2019-05-16,27.0,84.75,0.308,0.956,0
2019-05-16,27.0,85.0,0.806,0.503,1
2019-05-16,27.0,85.25,0.193,0.864,0
2019-05-16,27.0,85.5,0.756,0.762,1
2019-05-16,27.0,85.75,0.828,0.844,1
2019-05-16,27.0,86.0,0.233,0.875,0
2019-05-16,27.0,86.25,0.642,0.967,0
2019-05-16,27.0,86.5,0.13,0.403,0
2019-05-16,27.0,86.75,0.404,0.823,0
2019-05-16,27.0,87.0,0.487,0.799,0
2019-05-16,27.0,87.25,0.535,0.496,0
2019-05-16,27.0,87.5,0.802,0.567,1
2019-05-16,27.0,87.75,0.604,0.42,0
2019-05-16,27.0,88.0,0.461,0.921,0
2019-05-16,27.0,88.25,0.707,0.898,1
2019-05-16,27.0,88.5,0.813,0.718,1
2019-05-16,27.25,83.5,0.117,0.648,0
2019-05-16,27.25,83.75,0.837,0.458,1
2019-05-16,27.25,84.0,0.165,0.837,0
2019-05-16,27.25,84.25,0.711,0.306,1
2019-05-16,27.25,84.5,0.31,0.615,0
2019-05-16,27.25,84.75,0.199,0.885,0
2019-05-16,27.25,85.0,0.43,0.721,0
2019-05-16,27.25,85.25,0.583,0.732,0
2019-05-16,27.25,85.5,0.386,0.348,0
2019-05-16,27.25,85.75,0.141,0.495,0
2019-05-16,27.25,86.0,0.55,0.758,0
2019-05-16,27.25,86.25,0.777,0.334,1
2019-05-16,27.25,86.5,0.387,0.525,0
2019-05-16,27.25,86.75,0.262,0.541,0
2019-05-16,27.25,87.0,0.432,0.639,0
2019-05-16,27.25,87.25,0.136,0.546,0
2019-05-16,27.25,87.5,0.715,0.609,1
2019-05-16,27.25,87.75,0.72,0.672,1
2019-05-16,27.25,88.0,0.541,0.387,0
2019-05-16,27.25,88.25,0.365,0.423,0
2019-05-16,27.25,88.5,0.7,0.866,1
2019-05-16,27.5,83.5,0.516,0.613,0
2019-05-16,27.5,83.75,0.719,0.542,1
2019-05-16,27.5,84.0,0.574,0.595,0
2019-05-16,27.5,84.25,0.688,0.419,1
2019-05-16,27.5,84.5,0.549,0.463,0
2019-05-16,27.5,84.75,0.411,0.651,0
2019-05-16,27.5,85.0,0.818,0.544,1
2019-05-16,27.5,85.25,0.506,0.623,0
2019-05-16,27.5,85.5,0.554,0.402,0
2019-05-16,27.5,85.75,0.265,0.406,0
2019-05-16,27.5,86.0,0.569,0.561,0
2019-05-16,27.5,86.25,0.529,0.558,0
2019-05-16,27.5,86.5,0.239,0.901,0
2019-05-16,27.5,86.75,0.145,0.323,0
2019-05-16,27.5,87.0,0.553,0.975,0
2019-05-16,27.5,87.25,0.673,0.95,1
2019-05-16,27.5,87.5,0.493,0.669,0
2019-05-16,27.5,87.75,0.27,0.789,0
2019-05-16,27.5,88.0,0.6,0.936,0
2019-05-16,27.5,88.25,0.16,0.471,0
2019-05-16,27.5,88.5,0.431,0.515,0
2019-05-17,24.5,83.5,0.223,0.375,0
2019-05-17,24.5,83.75,0.238,0.683,0
2019-05-17,24.5,84.0,0.252,0.408,0
2019-05-17,24.5,84.25,0.39,0.933,0
2019-05-17,24.5,84.5,0.138,0.593,0
2019-05-17,24.5,84.75,0.398,0.925,0
2019-05-17,24.5,85.0,0.484,0.439,0
2019-05-17,24.5,85.25,0.462,0.772,0
2019-05-17,24.5,85.5,0.387,0.74,0
2019-05-17,24.5,85.75,0.729,0.572,1
2019-05-17,24.5,86.0,0.209,0.911,0
2019-05-17,24.5,86.25,0.479,0.596,0
2019-05-17,24.5,86.5,0.147,0.435,0
2019-05-17,24.5,86.75,0.153,0.964,0
2019-05-17,24.5,87.0,0.53,0.6,0
2019-05-17,24.5,87.25,0.525,0.441,0
2019-05-17,24.5,87.5,0.759,0.547,1
2019-05-17,24.5,87.75,0.518,0.717,0
2019-05-17,24.5,88.0,0.82,0.648,1
2019-05-17,24.5,88.25,0.137,0.732,0
2019-05-17,24.5,88.5,0.174,0.75,0
2019-05-17,24.75,83.5,0.133,0.384,0
2019-05-17,24.75,83.75,0.239,0.514,0
2019-05-17,24.75,84.0,0.506,0.809,0
2019-05-17,24.75,84.25,0.584,0.742,0
2019-05-17,24.75,84.5,0.134,0.36,0
2019-05-17,24.75,84.75,0.809,0.514,1
2019-05-17,24.75,85.0,0.732,0.933,1
2019-05-17,24.75,85.25,0.322,0.886,0
2019-05-17,24.75,85.5,0.158,0.756,0
2019-05-17,24.75,85.75,0.227,0.35,0
2019-05-17,24.75,86.0,0.195,0.713,0
2019-05-17,24.75,86.25,0.192,0.308,0
2019-05-17,24.75,86.5,0.489,0.75,0
2019-05-17,24.75,86.75,0.284,0.797,0
2019-05-17,24.75,87.0,0.369,0.638,0
2019-05-17,24.75,87.25,0.842,0.303,1
2019-05-17,24.75,87.5,0.613,0.753,0
2019-05-17,24.75,87.75,0.812,0.857,1
2019-05-17,24.75,88.0,0.207,0.698,0
2019-05-17,24.75,88.25,0.387,0.782,0
2019-05-17,24.75,88.5,0.516,0.361,0
2019-05-17,25.0,83.5,0.158,0.786,0
2019-05-17,25.0,83.75,0.103,0.718,0
2019-05-17,25.0,84.0,0.603,0.525,0
2019-05-17,25.0,84.25,0.581,0.766,0
2019-05-17,25.0,84.5,0.408,0.739,0
2019-05-17,25.0,84.75,0.467,0.708,0
2019-05-17,25.0,85.0,0.412,0.424,0
2019-05-17,25.0,85.25,0.118,0.501,0
2019-05-17,25.0,85.5,0.352,0.974,0
2019-05-17,25.0,85.75,0.233,0.595,0
2019-05-17,25.0,86.0,0.174,0.34,0
2019-05-17,25.0,86.25,0.818,0.911,1
2019-05-17,25.0,86.5,0.55,0.418,0
2019-05-17,25.0,86.75,0.646,0.574,0
2019-05-17,25.0,87.0,0.337,0.489,0
2019-05-17,25.0,87.25,0.395,0.955,0
2019-05-17,25.0,87.5,0.278,0.557,0
2019-05-17,25.0,87.75,0.173,0.782,0
2019-05-17,25.0,88.0,0.234,0.707,0
2019-05-17,25.0,88.25,0.698,0.329,1
2019-05-17,25.0,88.5,0.608,0.561,0
2019-05-17,25.25,83.5,0.51,0.565,0
2019-05-17,25.25,83.75,0.456,0.973,0
2019-05-17,25.25,84.0,0.792,0.852,1
2019-05-17,25.25,84.25,0.155,0.883,0
2019-05-17,25.25,84.5,0.31,0.513,0
2019-05-17,25.25,84.75,0.362,0.524,0
2019-05-17,25.25,85.0,0.687,0.651,1
2019-05-17,25.25,85.25,0.844,0.729,1
2019-05-17,25.25,85.5,0.281,0.795,0
2019-05-17,25.25,85.75,0.756,0.858,1
2019-05-17,25.25,86.0,0.723,0.894,1
2019-05-17,25.25,86.25,0.268,0.317,0
2019-05-17,25.25,86.5,0.399,0.841,0
2019-05-17,25.25,86.75,0.407,0.715,0
2019-05-17,25.25,87.0,0.834,0.662,1
2019-05-17,25.25,87.25,0.236,0.727,0
2019-05-17,25.25,87.5,0.699,0.9,1
2019-05-17,25.25,87.75,0.351,0.671,0
2019-05-17,25.25,88.0,0.648,0.41,0
2019-05-17,25.25,88.25,0.415,0.597,0
2019-05-17,25.25,88.5,0.534,0.929,0
2019-05-17,25.5,83.5,0.724,0.854,1
2019-05-17,25.5,83.75,0.703,0.438,1
2019-05-17,25.5,84.0,0.75,0.786,1
2019-05-17,25.5,84.25,0.145,0.474,0
2019-05-17,25.5,84.5,0.619,0.537,0
2019-05-17,25.5,84.75,0.205,0.619,0
2019-05-17,25.5,85.0,0.412,0.6,0
2019-05-17,25.5,85.25,0.511,0.32,0
2019-05-17,25.5,85.5,0.402,0.826,0
2019-05-17,25.5,85.75,0.49,0.876,0
2019-05-17,25.5,86.0,0.847,0.661,1
2019-05-17,25.5,86.25,0.201,0.418,0
2019-05-17,25.5,86.5,0.607,0.469,0
2019-05-17,25.5,86.75,0.397,0.386,0
2019-05-17,25.5,87.0,0.2,0.415,0
2019-05-17,25.5,87.25,0.219,0.896,0
2019-05-17,25.5,87.5,0.812,0.627,1
2019-05-17,25.5,87.75,0.76,0.375,1
2019-05-17,25.5,88.0,0.78,0.473,1
2019-05-17,25.5,88.25,0.844,0.946,1
2019-05-17,25.5,88.5,0.256,0.646,0
2019-05-17,25.75,83.5,0.367,0.651,0
2019-05-17,25.75,83.75,0.602,0.657,0
2019-05-17,25.75,84.0,0.463,0.376,0
2019-05-17,25.75,84.25,0.414,0.96,0
2019-05-17,25.75,84.5,0.368,0.357,0
2019-05-17,25.75,84.75,0.545,0.776,0
2019-05-17,25.75,85.0,0.532,0.339,0
2019-05-17,25.75,85.25,0.221,0.602,0
2019-05-17,25.75,85.5,0.454,0.912,0
2019-05-17,25.75,85.75,0.515,0.823,0
2019-05-17,25.75,86.0,0.528,0.528,0
2019-05-17,25.75,86.25,0.258,0.675,0
2019-05-17,25.75,86.5,0.657,0.412,1
2019-05-17,25.75,86.75,0.119,0.95,0
2019-05-17,25.75,87.0,0.366,0.782,0
2019-05-17,25.75,87.25,0.685,0.555,1
2019-05-17,25.75,87.5,0.523,0.516,0
2019-05-17,25.75,87.75,0.296,0.462,0
2019-05-17,25.75,88.0,0.621,0.835,0
2019-05-17,25.75,88.25,0.526,0.596,0
2019-05-17,25.75,88.5,0.697,0.525,1
2019-05-17,26.0,83.5,0.651,0.916,1
2019-05-17,26.0,83.75,0.558,0.402,0
2019-05-17,26.0,84.0,0.466,0.479,0
2019-05-17,26.0,84.25,0.2,0.534,0
2019-05-17,26.0,84.5,0.296,0.477,0
2019-05-17,26.0,84.75,0.414,0.698,0
2019-05-17,26.0,85.0,0.549,0.709,0
2019-05-17,26.0,85.25,0.485,0.337,0
2019-05-17,26.0,85.5,0.316,0.398,0
2019-05-17,26.0,85.75,0.105,0.435,0
2019-05-17,26.0,86.0,0.472,0.348,0
2019-05-17,26.0,86.25,0.314,0.385,0
2019-05-17,26.0,86.5,0.651,0.463,1
2019-05-17,26.0,86.75,0.118,0.535,0
2019-05-17,26.0,87.0,0.539,0.838,0
2019-05-17,26.0,87.25,0.806,0.448,1
2019-05-17,26.0,87.5,0.231,0.756,0
2019-05-17,26.0,87.75,0.454,0.339,0
2019-05-17,26.0,88.0,0.169,0.748,0
2019-05-17,26.0,88.25,0.569,0.84,0
2019-05-17,26.0,88.5,0.513,0.711,0
2019-05-17,26.25,83.5,0.406,0.437,0
2019-05-17,26.25,83.75,0.491,0.525,0
2019-05-17,26.25,84.0,0.772,0.848,1
2019-05-17,26.25,84.25,0.247,0.594,0
2019-05-17,26.25,84.5,0.117,0.474,0
2019-05-17,26.25,84.75,0.746,0.934,1
2019-05-17,26.25,85.0,0.533,0.733,0
2019-05-17,26.25,85.25,0.768,0.848,1
2019-05-17,26.25,85.5,0.548,0.317,0
2019-05-17,26.25,85.75,0.708,0.531,1
2019-05-17,26.25,86.0,0.422,0.612,0
2019-05-17,26.25,86.25,0.662,0.699,1
2019-05-17,26.25,86.5,0.785,0.429,1
2019-05-17,26.25,86.75,0.529,0.639,0
2019-05-17,26.25,87.0,0.236,0.766,0
2019-05-17,26.25,87.25,0.302,0.535,0
2019-05-17,26.25,87.5,0.249,0.77,0
2019-05-17,26.25,87.75,0.285,0.565,0
2019-05-17,26.25,88.0,0.33,0.619,0
2019-05-17,26.25,88.25,0.516,0.391,0
2019-05-17,26.25,88.5,0.541,0.743,0
2019-05-17,26.5,83.5,0.42,0.453,0
2019-05-17,26.5,83.75,0.562,0.864,0
2019-05-17,26.5,84.0,0.161,0.676,0
2019-05-17,26.5,84.25,0.166,0.681,0
2019-05-17,26.5,84.5,0.229,0.92,0
2019-05-17,26.5,84.75,0.489,0.414,0
2019-05-17,26.5,85.0,0.26,0.661,0
2019-05-17,26.5,85.25,0.312,0.56,0
2019-05-17,26.5,85.5,0.4,0.957,0
2019-05-17,26.5,85.75,0.709,0.839,1
2019-05-17,26.5,86.0,0.11,0.815,0
2019-05-17,26.5,86.25,0.587,0.439,0
2019-05-17,26.5,86.5,0.602,0.461,0
2019-05-17,26.5,86.75,0.699,0.32,1
2019-05-17,26.5,87.0,0.8,0.734,1
2019-05-17,26.5,87.25,0.115,0.552,0
2019-05-17,26.5,87.5,0.215,0.512,0
2019-05-17,26.5,87.75,0.765,0.733,1
2019-05-17,26.5,88.0,0.444,0.864,0
2019-05-17,26.5,88.25,0.523,0.39,0
2019-05-17,26.5,88.5,0.597,0.925,0
2019-05-17,26.75,83.5,0.609,0.323,0
2019-05-17,26.75,83.75,0.799,0.365,1
2019-05-17,26.75,84.0,0.848,0.87,1
2019-05-17,26.75,84.25,0.64,0.635,0
2019-05-17,26.75,84.5,0.315,0.939,0
2019-05-17,26.75,84.75,0.76,0.614,1
2019-05-17,26.75,85.0,0.137,0.93,0
2019-05-17,26.75,85.25,0.273,0.463,0
2019-05-17,26.75,85.5,0.773,0.719,1
2019-05-17,26.75,85.75,0.292,0.976,0
2019-05-17,26.75,86.0,0.265,0.556,0
2019-05-17,26.75,86.25,0.204,0.301,0
2019-05-17,26.75,86.5,0.744,0.344,1
2019-05-17,26.75,86.75,0.475,0.884,0
2019-05-17,26.75,87.0,0.606,0.634,0
2019-05-17,26.75,87.25,0.279,0.665,0
2019-05-17,26.75,87.5,0.669,0.844,1
2019-05-17,26.75,87.75,0.67,0.852,1
2019-05-17,26.75,88.0,0.334,0.625,0
2019-05-17,26.75,88.25,0.408,0.883,0
2019-05-17,26.75,88.5,0.257,0.619,0
2019-05-17,27.0,83.5,0.832,0.759,1
